"Value","Year","Convergence_year","Scenario","Model","Unit","Target"
9.31035604623804,2038,"2018","SSP2-26","IMAGE","Mt CO2","2C"
8.59483607496021,2039,"2018","SSP2-26","IMAGE","Mt CO2","2C"
7.87931610368238,2040,"2018","SSP2-26","IMAGE","Mt CO2","2C"
7.44943571340947,2041,"2018","SSP2-26","IMAGE","Mt CO2","2C"
7.01955532313655,2042,"2018","SSP2-26","IMAGE","Mt CO2","2C"
6.58967493286364,2043,"2018","SSP2-26","IMAGE","Mt CO2","2C"
6.15979454259073,2044,"2018","SSP2-26","IMAGE","Mt CO2","2C"
5.72991415231781,2045,"2018","SSP2-26","IMAGE","Mt CO2","2C"
5.3000337620449,2046,"2018","SSP2-26","IMAGE","Mt CO2","2C"
4.87015337177198,2047,"2018","SSP2-26","IMAGE","Mt CO2","2C"
4.44027298149907,2048,"2018","SSP2-26","IMAGE","Mt CO2","2C"
4.01039259122615,2049,"2018","SSP2-26","IMAGE","Mt CO2","2C"
3.58051220095324,2050,"2018","SSP2-26","IMAGE","Mt CO2","2C"
36.901353,2005,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
37.171597,2006,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
38.286019,2007,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
38.426592,2008,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
38.831762,2009,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
42.413616,2010,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
44.763911,2011,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
43.692284,2012,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
43.917804,2013,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
44.459324,2014,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
45.49601,2015,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
46.065234,2016,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
47.407144,2017,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
18.1839366549976,2018,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
18.3842082560615,2019,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
18.5844798571254,2020,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
18.2726960515013,2021,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
17.9609122458771,2022,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
17.6491284402529,2023,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
17.3373446346287,2024,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
17.0255608290045,2025,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
16.7137770233803,2026,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
16.4019932177561,2027,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
16.090209412132,2028,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
15.7784256065078,2029,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
15.4666418008836,2030,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
15.0927449857647,2031,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
14.7188481706459,2032,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
14.344951355527,2033,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
13.9710545404082,2034,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
13.5971577252893,2035,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
13.2232609101705,2036,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
12.8493640950516,2037,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
12.4754672799328,2038,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
12.1015704648139,2039,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
11.7276736496951,2040,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
11.2800781058588,2041,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
10.8324825620225,2042,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
10.3848870181861,2043,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
9.93729147434984,2044,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
9.48969593051354,2045,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
9.04210038667723,2046,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
8.59450484284093,2047,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
8.14690929900462,2048,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
7.69931375516832,2049,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
7.25171821133201,2050,"2018","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
36.901353,2005,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
37.171597,2006,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
38.286019,2007,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
38.426592,2008,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
38.831762,2009,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
42.413616,2010,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
44.763911,2011,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
43.692284,2012,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
43.917804,2013,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
44.459324,2014,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
45.49601,2015,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
46.065234,2016,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
47.407144,2017,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
20.4757894633754,2018,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
20.9625426654866,2019,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
21.4492958675978,2020,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
21.0895084283194,2021,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
20.729720989041,2022,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
20.3699335497627,2023,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
20.0101461104843,2024,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
19.650358671206,2025,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
19.2905712319276,2026,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
18.9307837926492,2027,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
18.5709963533709,2028,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
18.2112089140925,2029,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
17.8514214748142,2030,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
17.2815473507958,2031,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
16.7116732267775,2032,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
16.1417991027591,2033,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
15.5719249787408,2034,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
15.0020508547224,2035,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
14.4321767307041,2036,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
13.8623026066857,2037,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
13.2924284826673,2038,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
12.722554358649,2039,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
12.1526802346306,2040,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
11.6885767028325,2041,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
11.2244731710344,2042,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
10.7603696392362,2043,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
10.2962661074381,2044,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
9.83216257563998,2045,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
9.36805904384185,2046,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
8.90395551204372,2047,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
8.43985198024558,2048,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
7.97574844844745,2049,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
7.51164491664932,2050,"2018","SSP2-26","REMIND-MAGPIE","Mt CO2","2C"
36.901353,2005,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
37.171597,2006,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
38.286019,2007,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
38.426592,2008,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
38.831762,2009,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
42.413616,2010,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
44.763911,2011,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
43.692284,2012,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
43.917804,2013,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
44.459324,2014,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
45.49601,2015,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
46.065234,2016,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
47.407144,2017,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
19.9366753486495,2018,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
20.35603928642,2019,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
20.7754032241904,2020,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
19.5856754037279,2021,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
18.3959475832654,2022,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
17.2062197628028,2023,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
16.0164919423403,2024,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
14.8267641218778,2025,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
13.6370363014152,2026,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
12.4473084809527,2027,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
11.2575806604902,2028,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
10.0678528400276,2029,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
8.8781250195651,2030,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
8.81045192287806,2031,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
8.74277882619102,2032,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
8.67510572950398,2033,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
8.60743263281695,2034,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
8.53975953612991,2035,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
8.47208643944287,2036,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
8.40441334275583,2037,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
8.3367402460688,2038,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
8.26906714938176,2039,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
8.20139405269472,2040,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
8.15232367086907,2041,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
8.10325328904342,2042,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
8.05418290721778,2043,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
8.00511252539213,2044,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
7.95604214356648,2045,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
7.90697176174083,2046,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
7.85790137991518,2047,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
7.80883099808953,2048,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
7.75976061626389,2049,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
7.71069023443824,2050,"2018","SSP2-26","WITCH-GLOBIOM","Mt CO2","2C"
36.901353,2005,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
37.171597,2006,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
38.286019,2007,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
38.426592,2008,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
38.831762,2009,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
42.413616,2010,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
44.763911,2011,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
43.692284,2012,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
43.917804,2013,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
44.459324,2014,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
45.49601,2015,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
46.065234,2016,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
47.407144,2017,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
45.9158352833919,2018,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
45.7012003269837,2019,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
45.4364392363418,2020,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
42.8467101139812,2021,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
40.3325823481659,2022,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
37.894055938896,2023,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
35.5311308861713,2024,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
33.2438071899919,2025,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
31.0320848503579,2026,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
28.8959638672691,2027,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
26.8354442407257,2028,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
24.8505259707275,2029,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
22.9412090572747,2030,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
21.2610071949128,2031,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
19.6446822087678,2032,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
18.0922340988398,2033,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
16.6036628651286,2034,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
15.1789685076343,2035,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
13.8181510263569,2036,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
12.5212104212964,2037,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
11.2881466924528,2038,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
10.1189598398261,2039,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
9.01364986341627,2040,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
8.6252091105836,2041,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
8.23676835775092,2042,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
7.84832760491825,2043,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
7.45988685208557,2044,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
7.0714460992529,2045,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
6.68300534642022,2046,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
6.29456459358755,2047,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
5.90612384075487,2048,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
5.5176830879222,2049,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
5.12924233508952,2050,"2040","SSP2-26","AIM/CGE","Mt CO2","2C"
36.901353,2005,"2040","SSP2-26","GCAM4","Mt CO2","2C"
37.171597,2006,"2040","SSP2-26","GCAM4","Mt CO2","2C"
38.286019,2007,"2040","SSP2-26","GCAM4","Mt CO2","2C"
38.426592,2008,"2040","SSP2-26","GCAM4","Mt CO2","2C"
38.831762,2009,"2040","SSP2-26","GCAM4","Mt CO2","2C"
42.413616,2010,"2040","SSP2-26","GCAM4","Mt CO2","2C"
44.763911,2011,"2040","SSP2-26","GCAM4","Mt CO2","2C"
43.692284,2012,"2040","SSP2-26","GCAM4","Mt CO2","2C"
43.917804,2013,"2040","SSP2-26","GCAM4","Mt CO2","2C"
44.459324,2014,"2040","SSP2-26","GCAM4","Mt CO2","2C"
45.49601,2015,"2040","SSP2-26","GCAM4","Mt CO2","2C"
46.065234,2016,"2040","SSP2-26","GCAM4","Mt CO2","2C"
47.407144,2017,"2040","SSP2-26","GCAM4","Mt CO2","2C"
45.2731241396491,2018,"2040","SSP2-26","GCAM4","Mt CO2","2C"
44.9966016266583,2019,"2040","SSP2-26","GCAM4","Mt CO2","2C"
44.6740532764083,2020,"2040","SSP2-26","GCAM4","Mt CO2","2C"
44.7142175320736,2021,"2040","SSP2-26","GCAM4","Mt CO2","2C"
44.6857655195132,2022,"2040","SSP2-26","GCAM4","Mt CO2","2C"
44.5886972387271,2023,"2040","SSP2-26","GCAM4","Mt CO2","2C"
44.4230126897152,2024,"2040","SSP2-26","GCAM4","Mt CO2","2C"
44.1887118724776,2025,"2040","SSP2-26","GCAM4","Mt CO2","2C"
43.8857947870142,2026,"2040","SSP2-26","GCAM4","Mt CO2","2C"
43.5142614333251,2027,"2040","SSP2-26","GCAM4","Mt CO2","2C"
43.0741118114103,2028,"2040","SSP2-26","GCAM4","Mt CO2","2C"
42.5653459212697,2029,"2040","SSP2-26","GCAM4","Mt CO2","2C"
41.9879637629034,2030,"2040","SSP2-26","GCAM4","Mt CO2","2C"
38.5864965442182,2031,"2040","SSP2-26","GCAM4","Mt CO2","2C"
35.3268596871278,2032,"2040","SSP2-26","GCAM4","Mt CO2","2C"
32.2090531916323,2033,"2040","SSP2-26","GCAM4","Mt CO2","2C"
29.2330770577318,2034,"2040","SSP2-26","GCAM4","Mt CO2","2C"
26.3989312854261,2035,"2040","SSP2-26","GCAM4","Mt CO2","2C"
23.7066158747154,2036,"2040","SSP2-26","GCAM4","Mt CO2","2C"
21.1561308255996,2037,"2040","SSP2-26","GCAM4","Mt CO2","2C"
18.7474761380786,2038,"2040","SSP2-26","GCAM4","Mt CO2","2C"
16.4806518121526,2039,"2040","SSP2-26","GCAM4","Mt CO2","2C"
14.3556578478215,2040,"2040","SSP2-26","GCAM4","Mt CO2","2C"
13.6096906939681,2041,"2040","SSP2-26","GCAM4","Mt CO2","2C"
12.8637235401148,2042,"2040","SSP2-26","GCAM4","Mt CO2","2C"
12.1177563862614,2043,"2040","SSP2-26","GCAM4","Mt CO2","2C"
11.3717892324081,2044,"2040","SSP2-26","GCAM4","Mt CO2","2C"
10.6258220785547,2045,"2040","SSP2-26","GCAM4","Mt CO2","2C"
9.8798549247014,2046,"2040","SSP2-26","GCAM4","Mt CO2","2C"
9.13388777084805,2047,"2040","SSP2-26","GCAM4","Mt CO2","2C"
8.38792061699471,2048,"2040","SSP2-26","GCAM4","Mt CO2","2C"
7.64195346314136,2049,"2040","SSP2-26","GCAM4","Mt CO2","2C"
6.89598630928802,2050,"2040","SSP2-26","GCAM4","Mt CO2","2C"
36.901353,2005,"2040","SSP2-26","IMAGE","Mt CO2","2C"
37.171597,2006,"2040","SSP2-26","IMAGE","Mt CO2","2C"
38.286019,2007,"2040","SSP2-26","IMAGE","Mt CO2","2C"
38.426592,2008,"2040","SSP2-26","IMAGE","Mt CO2","2C"
38.831762,2009,"2040","SSP2-26","IMAGE","Mt CO2","2C"
42.413616,2010,"2040","SSP2-26","IMAGE","Mt CO2","2C"
44.763911,2011,"2040","SSP2-26","IMAGE","Mt CO2","2C"
43.692284,2012,"2040","SSP2-26","IMAGE","Mt CO2","2C"
43.917804,2013,"2040","SSP2-26","IMAGE","Mt CO2","2C"
44.459324,2014,"2040","SSP2-26","IMAGE","Mt CO2","2C"
45.49601,2015,"2040","SSP2-26","IMAGE","Mt CO2","2C"
46.065234,2016,"2040","SSP2-26","IMAGE","Mt CO2","2C"
47.407144,2017,"2040","SSP2-26","IMAGE","Mt CO2","2C"
44.7109711847833,2018,"2040","SSP2-26","IMAGE","Mt CO2","2C"
44.380318176093,2019,"2040","SSP2-26","IMAGE","Mt CO2","2C"
44.0072256909568,2020,"2040","SSP2-26","IMAGE","Mt CO2","2C"
41.7280027789217,2021,"2040","SSP2-26","IMAGE","Mt CO2","2C"
39.5093441143683,2022,"2040","SSP2-26","IMAGE","Mt CO2","2C"
37.3512496972966,2023,"2040","SSP2-26","IMAGE","Mt CO2","2C"
35.2537195277066,2024,"2040","SSP2-26","IMAGE","Mt CO2","2C"
33.2167536055983,2025,"2040","SSP2-26","IMAGE","Mt CO2","2C"
31.2403519309717,2026,"2040","SSP2-26","IMAGE","Mt CO2","2C"
29.3245145038268,2027,"2040","SSP2-26","IMAGE","Mt CO2","2C"
27.4692413241636,2028,"2040","SSP2-26","IMAGE","Mt CO2","2C"
25.6745323919821,2029,"2040","SSP2-26","IMAGE","Mt CO2","2C"
23.9403877072823,2030,"2040","SSP2-26","IMAGE","Mt CO2","2C"
21.962343262971,2031,"2040","SSP2-26","IMAGE","Mt CO2","2C"
20.068116250637,2032,"2040","SSP2-26","IMAGE","Mt CO2","2C"
18.2577066702803,2033,"2040","SSP2-26","IMAGE","Mt CO2","2C"
16.5311145219009,2034,"2040","SSP2-26","IMAGE","Mt CO2","2C"
14.8883398054988,2035,"2040","SSP2-26","IMAGE","Mt CO2","2C"
13.3293825210741,2036,"2040","SSP2-26","IMAGE","Mt CO2","2C"
11.8542426686266,2037,"2040","SSP2-26","IMAGE","Mt CO2","2C"
10.4629202481565,2038,"2040","SSP2-26","IMAGE","Mt CO2","2C"
9.15541525966367,2039,"2040","SSP2-26","IMAGE","Mt CO2","2C"
7.93172770314815,2040,"2040","SSP2-26","IMAGE","Mt CO2","2C"
7.49898783642618,2041,"2040","SSP2-26","IMAGE","Mt CO2","2C"
7.06624796970421,2042,"2040","SSP2-26","IMAGE","Mt CO2","2C"
6.63350810298223,2043,"2040","SSP2-26","IMAGE","Mt CO2","2C"
6.20076823626026,2044,"2040","SSP2-26","IMAGE","Mt CO2","2C"
5.76802836953829,2045,"2040","SSP2-26","IMAGE","Mt CO2","2C"
5.33528850281631,2046,"2040","SSP2-26","IMAGE","Mt CO2","2C"
4.90254863609434,2047,"2040","SSP2-26","IMAGE","Mt CO2","2C"
4.46980876937236,2048,"2040","SSP2-26","IMAGE","Mt CO2","2C"
4.03706890265039,2049,"2040","SSP2-26","IMAGE","Mt CO2","2C"
3.60432903592842,2050,"2040","SSP2-26","IMAGE","Mt CO2","2C"
36.901353,2005,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
37.171597,2006,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
38.286019,2007,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
38.426592,2008,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
38.831762,2009,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
42.413616,2010,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
44.763911,2011,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
43.692284,2012,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
43.917804,2013,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
44.459324,2014,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
45.49601,2015,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
46.065234,2016,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
47.407144,2017,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
41.736019891552,2018,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
41.1189046544053,2019,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
40.4783292037454,2020,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
38.7289917555276,2021,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
37.0161772821654,2022,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
35.3398857836585,2023,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
33.700117260007,2024,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
32.096871711211,2025,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
30.5301491372704,2026,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
28.9999495381852,2027,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
27.5062729139555,2028,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
26.0491192645812,2029,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
24.6284885900622,2030,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
23.1491125314742,2031,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
21.7135354891621,2032,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
20.321757463126,2033,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
18.9737784533657,2034,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
17.6695984598815,2035,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
16.4092174826731,2036,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
15.1926355217407,2037,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
14.0198525770843,2038,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
12.8908686487037,2039,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
11.8056837365992,2040,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
11.3551108787349,2041,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
10.9045380208706,2042,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
10.4539651630064,2043,"2040","SSP2-26","MESSAGE-GLOBIOM","Mt CO2","2C"
