"Technology","Age","Value","Year","Mode"
"ICEB-D",5,768,2016,"School bus"
"HEB-G",5,0,2016,"School bus"
"HEB-D",5,0,2016,"School bus"
"CNGB",5,0,2016,"School bus"
"EB",5,0,2016,"School bus"
"ICEB-G",6,0,2016,"School bus"
"ICEB-D",6,610,2016,"School bus"
"HEB-G",6,0,2016,"School bus"
"HEB-D",6,1,2016,"School bus"
"CNGB",6,2,2016,"School bus"
"EB",6,0,2016,"School bus"
"ICEB-G",7,0,2016,"School bus"
"ICEB-D",7,593,2016,"School bus"
"HEB-G",7,0,2016,"School bus"
"HEB-D",7,0,2016,"School bus"
"CNGB",7,2,2016,"School bus"
"EB",7,0,2016,"School bus"
"ICEB-G",8,0,2016,"School bus"
"ICEB-D",8,597,2016,"School bus"
"HEB-G",8,0,2016,"School bus"
"HEB-D",8,0,2016,"School bus"
"CNGB",8,0,2016,"School bus"
"EB",8,0,2016,"School bus"
"ICEB-G",9,0,2016,"School bus"
"ICEB-D",9,289,2016,"School bus"
"HEB-G",9,0,2016,"School bus"
"HEB-D",9,0,2016,"School bus"
"CNGB",9,0,2016,"School bus"
"EB",9,0,2016,"School bus"
"ICEB-G",10,6,2016,"School bus"
"ICEB-D",10,340,2016,"School bus"
"HEB-G",10,0,2016,"School bus"
"HEB-D",10,0,2016,"School bus"
"CNGB",10,2,2016,"School bus"
"EB",10,0,2016,"School bus"
"ICEB-G",11,0,2016,"School bus"
"ICEB-D",11,176,2016,"School bus"
"HEB-G",11,0,2016,"School bus"
"HEB-D",11,0,2016,"School bus"
"CNGB",11,0,2016,"School bus"
"EB",11,0,2016,"School bus"
"ICEB-G",12,3,2016,"School bus"
"ICEB-D",12,133,2016,"School bus"
"HEB-G",12,0,2016,"School bus"
"HEB-D",12,0,2016,"School bus"
"CNGB",12,0,2016,"School bus"
"EB",12,0,2016,"School bus"
"ICEB-G",13,3,2016,"School bus"
"ICEB-D",13,119,2016,"School bus"
"HEB-G",13,0,2016,"School bus"
"HEB-D",13,0,2016,"School bus"
"CNGB",13,0,2016,"School bus"
"EB",13,0,2016,"School bus"
"ICEB-G",14,3,2016,"School bus"
"ICEB-D",14,95,2016,"School bus"
"HEB-G",14,0,2016,"School bus"
"HEB-D",14,0,2016,"School bus"
"CNGB",14,0,2016,"School bus"
"EB",14,0,2016,"School bus"
"ICEB-G",15,4,2016,"School bus"
"ICEB-D",15,150,2016,"School bus"
"HEB-G",15,0,2016,"School bus"
"HEB-D",15,0,2016,"School bus"
"CNGB",15,0,2016,"School bus"
"EB",15,0,2016,"School bus"
"ICEB-G",16,5,2016,"School bus"
"ICEB-D",16,199,2016,"School bus"
"HEB-G",16,0,2016,"School bus"
"HEB-D",16,0,2016,"School bus"
"CNGB",16,0,2016,"School bus"
"EB",16,0,2016,"School bus"
"ICEB-G",17,2,2016,"School bus"
"ICEB-D",17,82,2016,"School bus"
"HEB-G",17,0,2016,"School bus"
"HEB-D",17,0,2016,"School bus"
"CNGB",17,0,2016,"School bus"
"EB",17,0,2016,"School bus"
"ICEB-G",18,2,2016,"School bus"
"ICEB-D",18,76,2016,"School bus"
"HEB-G",18,0,2016,"School bus"
"HEB-D",18,0,2016,"School bus"
"CNGB",18,0,2016,"School bus"
"EB",18,0,2016,"School bus"
"ICEB-G",19,1,2016,"School bus"
"ICEB-D",19,49,2016,"School bus"
"HEB-G",19,0,2016,"School bus"
"HEB-D",19,0,2016,"School bus"
"CNGB",19,0,2016,"School bus"
"EB",19,0,2016,"School bus"
"ICEB-G",20,0,2016,"School bus"
"ICEB-D",20,15,2016,"School bus"
"HEB-G",20,0,2016,"School bus"
"HEB-D",20,0,2016,"School bus"
"CNGB",20,0,2016,"School bus"
"EB",20,0,2016,"School bus"
"ICEB-G",0,0,2017,"School bus"
"ICEB-D",0,1134,2017,"School bus"
"HEB-G",0,0,2017,"School bus"
"HEB-D",0,0,2017,"School bus"
"CNGB",0,0,2017,"School bus"
"EB",0,1,2017,"School bus"
"ICEB-G",1,0,2017,"School bus"
"ICEB-D",1,992,2017,"School bus"
"HEB-G",1,0,2017,"School bus"
"HEB-D",1,0,2017,"School bus"
"CNGB",1,0,2017,"School bus"
"EB",1,0,2017,"School bus"
"ICEB-G",2,0,2017,"School bus"
"ICEB-D",2,945,2017,"School bus"
"HEB-G",2,0,2017,"School bus"
"HEB-D",2,1,2017,"School bus"
"CNGB",2,0,2017,"School bus"
"EB",2,0,2017,"School bus"
"ICEB-G",3,2,2017,"School bus"
"ICEB-D",3,893,2017,"School bus"
"HEB-G",3,0,2017,"School bus"
"HEB-D",3,0,2017,"School bus"
"CNGB",3,0,2017,"School bus"
"EB",3,0,2017,"School bus"
"ICEB-G",4,0,2017,"School bus"
"ICEB-D",4,748,2017,"School bus"
"HEB-G",4,0,2017,"School bus"
"HEB-D",4,0,2017,"School bus"
"CNGB",4,0,2017,"School bus"
"EB",4,0,2017,"School bus"
"ICEB-G",5,2,2017,"School bus"
"ICEB-D",5,688,2017,"School bus"
"HEB-G",5,0,2017,"School bus"
"HEB-D",5,0,2017,"School bus"
"CNGB",5,1,2017,"School bus"
"EB",5,0,2017,"School bus"
"ICEB-G",6,0,2017,"School bus"
"ICEB-D",6,761,2017,"School bus"
"HEB-G",6,0,2017,"School bus"
"HEB-D",6,0,2017,"School bus"
"CNGB",6,0,2017,"School bus"
"EB",6,0,2017,"School bus"
"ICEB-G",7,0,2017,"School bus"
"ICEB-D",7,605,2017,"School bus"
"HEB-G",7,0,2017,"School bus"
"HEB-D",7,1,2017,"School bus"
"CNGB",7,2,2017,"School bus"
"EB",7,0,2017,"School bus"
"ICEB-G",8,0,2017,"School bus"
"ICEB-D",8,583,2017,"School bus"
"HEB-G",8,0,2017,"School bus"
"HEB-D",8,0,2017,"School bus"
"CNGB",8,2,2017,"School bus"
"EB",8,0,2017,"School bus"
"ICEB-G",9,0,2017,"School bus"
"ICEB-D",9,582,2017,"School bus"
"HEB-G",9,0,2017,"School bus"
"HEB-D",9,0,2017,"School bus"
"CNGB",9,0,2017,"School bus"
"EB",9,0,2017,"School bus"
"ICEB-G",10,0,2017,"School bus"
"ICEB-D",10,260,2017,"School bus"
"HEB-G",10,0,2017,"School bus"
"HEB-D",10,0,2017,"School bus"
"CNGB",10,0,2017,"School bus"
"EB",10,0,2017,"School bus"
"ICEB-G",11,4,2017,"School bus"
"ICEB-D",11,331,2017,"School bus"
"HEB-G",11,0,2017,"School bus"
"HEB-D",11,0,2017,"School bus"
"CNGB",11,2,2017,"School bus"
"EB",11,0,2017,"School bus"
"ICEB-G",12,0,2017,"School bus"
"ICEB-D",12,164,2017,"School bus"
"HEB-G",12,0,2017,"School bus"
"HEB-D",12,0,2017,"School bus"
"CNGB",12,0,2017,"School bus"
"EB",12,0,2017,"School bus"
"ICEB-G",13,2,2017,"School bus"
"ICEB-D",13,125,2017,"School bus"
"HEB-G",13,0,2017,"School bus"
"HEB-D",13,0,2017,"School bus"
"CNGB",13,0,2017,"School bus"
"EB",13,0,2017,"School bus"
"ICEB-G",14,2,2017,"School bus"
"ICEB-D",14,110,2017,"School bus"
"HEB-G",14,0,2017,"School bus"
"HEB-D",14,0,2017,"School bus"
"CNGB",14,0,2017,"School bus"
"EB",14,0,2017,"School bus"
"ICEB-G",15,2,2017,"School bus"
"ICEB-D",15,81,2017,"School bus"
"HEB-G",15,0,2017,"School bus"
"HEB-D",15,0,2017,"School bus"
"CNGB",15,0,2017,"School bus"
"EB",15,0,2017,"School bus"
"ICEB-G",16,2,2017,"School bus"
"ICEB-D",16,127,2017,"School bus"
"HEB-G",16,0,2017,"School bus"
"HEB-D",16,0,2017,"School bus"
"CNGB",16,0,2017,"School bus"
"EB",16,0,2017,"School bus"
"ICEB-G",17,2,2017,"School bus"
"ICEB-D",17,113,2017,"School bus"
"HEB-G",17,0,2017,"School bus"
"HEB-D",17,0,2017,"School bus"
"CNGB",17,0,2017,"School bus"
"EB",17,0,2017,"School bus"
"ICEB-G",18,1,2017,"School bus"
"ICEB-D",18,49,2017,"School bus"
"HEB-G",18,0,2017,"School bus"
"HEB-D",18,0,2017,"School bus"
"CNGB",18,0,2017,"School bus"
"EB",18,0,2017,"School bus"
"ICEB-G",19,1,2017,"School bus"
"ICEB-D",19,24,2017,"School bus"
"HEB-G",19,0,2017,"School bus"
"HEB-D",19,0,2017,"School bus"
"CNGB",19,0,2017,"School bus"
"EB",19,0,2017,"School bus"
"ICEB-G",20,0,2017,"School bus"
"ICEB-D",20,16,2017,"School bus"
"HEB-G",20,0,2017,"School bus"
"HEB-D",20,0,2017,"School bus"
"CNGB",20,0,2017,"School bus"
"EB",20,0,2017,"School bus"
"ICEB-G",0,0,2018,"School bus"
"ICEB-D",0,516,2018,"School bus"
"HEB-G",0,0,2018,"School bus"
"HEB-D",0,10,2018,"School bus"
"CNGB",0,0,2018,"School bus"
"EB",0,1,2018,"School bus"
"ICEB-G",1,0,2018,"School bus"
"ICEB-D",1,1134,2018,"School bus"
"HEB-G",1,0,2018,"School bus"
"HEB-D",1,0,2018,"School bus"
"CNGB",1,0,2018,"School bus"
"EB",1,1,2018,"School bus"
"ICEB-G",2,0,2018,"School bus"
"ICEB-D",2,992,2018,"School bus"
"HEB-G",2,0,2018,"School bus"
"HEB-D",2,0,2018,"School bus"
"CNGB",2,0,2018,"School bus"
"EB",2,0,2018,"School bus"
"ICEB-G",3,0,2018,"School bus"
"ICEB-D",3,944,2018,"School bus"
"HEB-G",3,0,2018,"School bus"
"HEB-D",3,1,2018,"School bus"
"CNGB",3,0,2018,"School bus"
"EB",3,0,2018,"School bus"
"ICEB-G",4,2,2018,"School bus"
"ICEB-D",4,890,2018,"School bus"
"HEB-G",4,0,2018,"School bus"
"HEB-D",4,0,2018,"School bus"
"CNGB",4,0,2018,"School bus"
"EB",4,0,2018,"School bus"
"ICEB-G",5,0,2018,"School bus"
"ICEB-D",5,743,2018,"School bus"
"HEB-G",5,0,2018,"School bus"
"HEB-D",5,0,2018,"School bus"
"CNGB",5,0,2018,"School bus"
"EB",5,0,2018,"School bus"
"ICEB-G",6,2,2018,"School bus"
"ICEB-D",6,688,2018,"School bus"
"HEB-G",6,0,2018,"School bus"
"HEB-D",6,0,2018,"School bus"
"CNGB",6,1,2018,"School bus"
"EB",6,0,2018,"School bus"
"ICEB-G",7,0,2018,"School bus"
"ICEB-D",7,756,2018,"School bus"
"HEB-G",7,0,2018,"School bus"
"HEB-D",7,0,2018,"School bus"
"CNGB",7,0,2018,"School bus"
"EB",7,0,2018,"School bus"
"ICEB-G",8,0,2018,"School bus"
"ICEB-D",8,599,2018,"School bus"
"HEB-G",8,0,2018,"School bus"
"HEB-D",8,1,2018,"School bus"
"CNGB",8,2,2018,"School bus"
"EB",8,0,2018,"School bus"
"ICEB-G",9,0,2018,"School bus"
"ICEB-D",9,573,2018,"School bus"
"HEB-G",9,0,2018,"School bus"
"HEB-D",9,0,2018,"School bus"
"CNGB",9,2,2018,"School bus"
"EB",9,0,2018,"School bus"
"ICEB-G",10,0,2018,"School bus"
"ICEB-D",10,533,2018,"School bus"
"HEB-G",10,0,2018,"School bus"
"HEB-D",10,0,2018,"School bus"
"CNGB",10,0,2018,"School bus"
"EB",10,0,2018,"School bus"
"ICEB-G",11,0,2018,"School bus"
"ICEB-D",11,254,2018,"School bus"
"HEB-G",11,0,2018,"School bus"
"HEB-D",11,0,2018,"School bus"
"CNGB",11,0,2018,"School bus"
"EB",11,0,2018,"School bus"
"ICEB-G",12,4,2018,"School bus"
"ICEB-D",12,317,2018,"School bus"
"HEB-G",12,0,2018,"School bus"
"HEB-D",12,0,2018,"School bus"
"CNGB",12,2,2018,"School bus"
"EB",12,0,2018,"School bus"
"ICEB-G",13,0,2018,"School bus"
"ICEB-D",13,148,2018,"School bus"
"HEB-G",13,0,2018,"School bus"
"HEB-D",13,0,2018,"School bus"
"CNGB",13,0,2018,"School bus"
"EB",13,0,2018,"School bus"
"ICEB-G",14,2,2018,"School bus"
"ICEB-D",14,108,2018,"School bus"
"HEB-G",14,0,2018,"School bus"
"HEB-D",14,0,2018,"School bus"
"CNGB",14,0,2018,"School bus"
"EB",14,0,2018,"School bus"
"ICEB-G",15,2,2018,"School bus"
"ICEB-D",15,99,2018,"School bus"
"HEB-G",15,0,2018,"School bus"
"HEB-D",15,0,2018,"School bus"
"CNGB",15,0,2018,"School bus"
"EB",15,0,2018,"School bus"
"ICEB-G",16,2,2018,"School bus"
"ICEB-D",16,73,2018,"School bus"
"HEB-G",16,0,2018,"School bus"
"HEB-D",16,0,2018,"School bus"
"CNGB",16,0,2018,"School bus"
"EB",16,0,2018,"School bus"
"ICEB-G",17,1,2018,"School bus"
"ICEB-D",17,95,2018,"School bus"
"HEB-G",17,0,2018,"School bus"
"HEB-D",17,0,2018,"School bus"
"CNGB",17,0,2018,"School bus"
"EB",17,0,2018,"School bus"
"ICEB-G",18,1,2018,"School bus"
"ICEB-D",18,77,2018,"School bus"
"HEB-G",18,0,2018,"School bus"
"HEB-D",18,0,2018,"School bus"
"CNGB",18,0,2018,"School bus"
"EB",18,0,2018,"School bus"
"ICEB-G",19,1,2018,"School bus"
"ICEB-D",19,32,2018,"School bus"
"HEB-G",19,0,2018,"School bus"
"HEB-D",19,0,2018,"School bus"
"CNGB",19,0,2018,"School bus"
"EB",19,0,2018,"School bus"
"ICEB-G",20,1,2018,"School bus"
"ICEB-D",20,16,2018,"School bus"
"HEB-G",20,0,2018,"School bus"
"HEB-D",20,0,2018,"School bus"
"CNGB",20,0,2018,"School bus"
"EB",20,0,2018,"School bus"
"ICEB-G",0,0,2019,"School bus"
"ICEB-D",0,595,2019,"School bus"
"HEB-G",0,0,2019,"School bus"
"HEB-D",0,14,2019,"School bus"
"CNGB",0,0,2019,"School bus"
"EB",0,3,2019,"School bus"
"ICEB-G",1,0,2019,"School bus"
"ICEB-D",1,516,2019,"School bus"
"HEB-G",1,0,2019,"School bus"
"HEB-D",1,10,2019,"School bus"
"CNGB",1,0,2019,"School bus"
"EB",1,1,2019,"School bus"
"ICEB-G",2,0,2019,"School bus"
"ICEB-D",2,1134,2019,"School bus"
"HEB-G",2,0,2019,"School bus"
"HEB-D",2,0,2019,"School bus"
"CNGB",2,0,2019,"School bus"
"EB",2,1,2019,"School bus"
"ICEB-G",3,0,2019,"School bus"
"ICEB-D",3,992,2019,"School bus"
"HEB-G",3,0,2019,"School bus"
"HEB-D",3,0,2019,"School bus"
"CNGB",3,0,2019,"School bus"
"EB",3,0,2019,"School bus"
"ICEB-G",4,0,2019,"School bus"
"ICEB-D",4,944,2019,"School bus"
"HEB-G",4,0,2019,"School bus"
"HEB-D",4,1,2019,"School bus"
"CNGB",4,0,2019,"School bus"
"EB",4,0,2019,"School bus"
"ICEB-G",5,1,2019,"School bus"
"ICEB-D",5,887,2019,"School bus"
"HEB-G",5,0,2019,"School bus"
"HEB-D",5,0,2019,"School bus"
"CNGB",5,0,2019,"School bus"
"EB",5,0,2019,"School bus"
"ICEB-G",6,0,2019,"School bus"
"ICEB-D",6,741,2019,"School bus"
"HEB-G",6,0,2019,"School bus"
"HEB-D",6,0,2019,"School bus"
"CNGB",6,0,2019,"School bus"
"EB",6,0,2019,"School bus"
"ICEB-G",7,1,2019,"School bus"
"ICEB-D",7,687,2019,"School bus"
"HEB-G",7,0,2019,"School bus"
"HEB-D",7,0,2019,"School bus"
"CNGB",7,0,2019,"School bus"
"EB",7,0,2019,"School bus"
"ICEB-G",8,0,2019,"School bus"
"ICEB-D",8,752,2019,"School bus"
"HEB-G",8,0,2019,"School bus"
"HEB-D",8,0,2019,"School bus"
"CNGB",8,0,2019,"School bus"
"EB",8,0,2019,"School bus"
"ICEB-G",9,0,2019,"School bus"
"ICEB-D",9,587,2019,"School bus"
"HEB-G",9,0,2019,"School bus"
"HEB-D",9,1,2019,"School bus"
"CNGB",9,0,2019,"School bus"
"EB",9,0,2019,"School bus"
"ICEB-G",10,0,2019,"School bus"
"ICEB-D",10,542,2019,"School bus"
"HEB-G",10,0,2019,"School bus"
"HEB-D",10,0,2019,"School bus"
"CNGB",10,0,2019,"School bus"
"EB",10,0,2019,"School bus"
"ICEB-G",11,0,2019,"School bus"
"ICEB-D",11,517,2019,"School bus"
"HEB-G",11,0,2019,"School bus"
"HEB-D",11,0,2019,"School bus"
"CNGB",11,0,2019,"School bus"
"EB",11,0,2019,"School bus"
"ICEB-G",12,0,2019,"School bus"
"ICEB-D",12,234,2019,"School bus"
"HEB-G",12,0,2019,"School bus"
"HEB-D",12,0,2019,"School bus"
"CNGB",12,0,2019,"School bus"
"EB",12,0,2019,"School bus"
"ICEB-G",13,2,2019,"School bus"
"ICEB-D",13,304,2019,"School bus"
"HEB-G",13,0,2019,"School bus"
"HEB-D",13,0,2019,"School bus"
"CNGB",13,0,2019,"School bus"
"EB",13,0,2019,"School bus"
"ICEB-G",14,0,2019,"School bus"
"ICEB-D",14,123,2019,"School bus"
"HEB-G",14,0,2019,"School bus"
"HEB-D",14,0,2019,"School bus"
"CNGB",14,0,2019,"School bus"
"EB",14,0,2019,"School bus"
"ICEB-G",15,1,2019,"School bus"
"ICEB-D",15,92,2019,"School bus"
"HEB-G",15,0,2019,"School bus"
"HEB-D",15,0,2019,"School bus"
"CNGB",15,0,2019,"School bus"
"EB",15,0,2019,"School bus"
"ICEB-G",16,1,2019,"School bus"
"ICEB-D",16,93,2019,"School bus"
"HEB-G",16,0,2019,"School bus"
"HEB-D",16,0,2019,"School bus"
"CNGB",16,0,2019,"School bus"
"EB",16,0,2019,"School bus"
"ICEB-G",17,1,2019,"School bus"
"ICEB-D",17,54,2019,"School bus"
"HEB-G",17,0,2019,"School bus"
"HEB-D",17,0,2019,"School bus"
"CNGB",17,0,2019,"School bus"
"EB",17,0,2019,"School bus"
"ICEB-G",18,1,2019,"School bus"
"ICEB-D",18,70,2019,"School bus"
"HEB-G",18,0,2019,"School bus"
"HEB-D",18,0,2019,"School bus"
"CNGB",18,0,2019,"School bus"
"EB",18,0,2019,"School bus"
"ICEB-G",19,1,2019,"School bus"
"ICEB-D",19,51,2019,"School bus"
"HEB-G",19,0,2019,"School bus"
"HEB-D",19,0,2019,"School bus"
"CNGB",19,0,2019,"School bus"
"EB",19,0,2019,"School bus"
"ICEB-G",20,1,2019,"School bus"
"ICEB-D",20,21,2019,"School bus"
"HEB-G",20,0,2019,"School bus"
"HEB-D",20,0,2019,"School bus"
"CNGB",20,0,2019,"School bus"
"EB",20,0,2019,"School bus"
