"Technology","Age","Value","Year","Mode"
"CNGB",14,0,2015,"Private bus"
"EB",14,0,2015,"Private bus"
"ICEB-G",15,0,2015,"Private bus"
"ICEB-D",15,342,2015,"Private bus"
"HEB-G",15,0,2015,"Private bus"
"HEB-D",15,0,2015,"Private bus"
"CNGB",15,0,2015,"Private bus"
"EB",15,0,2015,"Private bus"
"ICEB-G",16,0,2015,"Private bus"
"ICEB-D",16,194,2015,"Private bus"
"HEB-G",16,0,2015,"Private bus"
"HEB-D",16,0,2015,"Private bus"
"CNGB",16,0,2015,"Private bus"
"EB",16,0,2015,"Private bus"
"ICEB-G",17,0,2015,"Private bus"
"ICEB-D",17,158,2015,"Private bus"
"HEB-G",17,0,2015,"Private bus"
"HEB-D",17,0,2015,"Private bus"
"CNGB",17,0,2015,"Private bus"
"EB",17,0,2015,"Private bus"
"ICEB-G",18,0,2015,"Private bus"
"ICEB-D",18,199,2015,"Private bus"
"HEB-G",18,0,2015,"Private bus"
"HEB-D",18,0,2015,"Private bus"
"CNGB",18,0,2015,"Private bus"
"EB",18,0,2015,"Private bus"
"ICEB-G",19,0,2015,"Private bus"
"ICEB-D",19,73,2015,"Private bus"
"HEB-G",19,0,2015,"Private bus"
"HEB-D",19,0,2015,"Private bus"
"CNGB",19,0,2015,"Private bus"
"EB",19,0,2015,"Private bus"
"ICEB-G",20,0,2015,"Private bus"
"ICEB-D",20,45,2015,"Private bus"
"HEB-G",20,0,2015,"Private bus"
"HEB-D",20,0,2015,"Private bus"
"CNGB",20,0,2015,"Private bus"
"EB",20,0,2015,"Private bus"
"ICEB-G",0,0,2016,"Private bus"
"ICEB-D",0,151,2016,"Private bus"
"HEB-G",0,0,2016,"Private bus"
"HEB-D",0,0,2016,"Private bus"
"CNGB",0,0,2016,"Private bus"
"EB",0,0,2016,"Private bus"
"ICEB-G",1,0,2016,"Private bus"
"ICEB-D",1,123,2016,"Private bus"
"HEB-G",1,0,2016,"Private bus"
"HEB-D",1,0,2016,"Private bus"
"CNGB",1,0,2016,"Private bus"
"EB",1,0,2016,"Private bus"
"ICEB-G",2,0,2016,"Private bus"
"ICEB-D",2,116,2016,"Private bus"
"HEB-G",2,0,2016,"Private bus"
"HEB-D",2,0,2016,"Private bus"
"CNGB",2,0,2016,"Private bus"
"EB",2,0,2016,"Private bus"
"ICEB-G",3,0,2016,"Private bus"
"ICEB-D",3,112,2016,"Private bus"
"HEB-G",3,0,2016,"Private bus"
"HEB-D",3,0,2016,"Private bus"
"CNGB",3,0,2016,"Private bus"
"EB",3,0,2016,"Private bus"
"ICEB-G",4,0,2016,"Private bus"
"ICEB-D",4,61,2016,"Private bus"
"HEB-G",4,0,2016,"Private bus"
"HEB-D",4,0,2016,"Private bus"
"CNGB",4,0,2016,"Private bus"
"EB",4,0,2016,"Private bus"
"ICEB-G",5,0,2016,"Private bus"
"ICEB-D",5,421,2016,"Private bus"
"HEB-G",5,0,2016,"Private bus"
"HEB-D",5,0,2016,"Private bus"
"CNGB",5,0,2016,"Private bus"
"EB",5,0,2016,"Private bus"
"ICEB-G",6,0,2016,"Private bus"
"ICEB-D",6,328,2016,"Private bus"
"HEB-G",6,0,2016,"Private bus"
"HEB-D",6,1,2016,"Private bus"
"CNGB",6,1,2016,"Private bus"
"EB",6,0,2016,"Private bus"
"ICEB-G",7,0,2016,"Private bus"
"ICEB-D",7,394,2016,"Private bus"
"HEB-G",7,0,2016,"Private bus"
"HEB-D",7,0,2016,"Private bus"
"CNGB",7,1,2016,"Private bus"
"EB",7,0,2016,"Private bus"
"ICEB-G",8,0,2016,"Private bus"
"ICEB-D",8,434,2016,"Private bus"
"HEB-G",8,0,2016,"Private bus"
"HEB-D",8,0,2016,"Private bus"
"CNGB",8,0,2016,"Private bus"
"EB",8,0,2016,"Private bus"
"ICEB-G",9,0,2016,"Private bus"
"ICEB-D",9,393,2016,"Private bus"
"HEB-G",9,0,2016,"Private bus"
"HEB-D",9,0,2016,"Private bus"
"CNGB",9,0,2016,"Private bus"
"EB",9,0,2016,"Private bus"
"ICEB-G",10,1,2016,"Private bus"
"ICEB-D",10,237,2016,"Private bus"
"HEB-G",10,0,2016,"Private bus"
"HEB-D",10,0,2016,"Private bus"
"CNGB",10,0,2016,"Private bus"
"EB",10,0,2016,"Private bus"
"ICEB-G",11,16,2016,"Private bus"
"ICEB-D",11,113,2016,"Private bus"
"HEB-G",11,0,2016,"Private bus"
"HEB-D",11,0,2016,"Private bus"
"CNGB",11,1,2016,"Private bus"
"EB",11,0,2016,"Private bus"
"ICEB-G",12,0,2016,"Private bus"
"ICEB-D",12,196,2016,"Private bus"
"HEB-G",12,0,2016,"Private bus"
"HEB-D",12,0,2016,"Private bus"
"CNGB",12,0,2016,"Private bus"
"EB",12,0,2016,"Private bus"
"ICEB-G",13,0,2016,"Private bus"
"ICEB-D",13,173,2016,"Private bus"
"HEB-G",13,0,2016,"Private bus"
"HEB-D",13,0,2016,"Private bus"
"CNGB",13,0,2016,"Private bus"
"EB",13,0,2016,"Private bus"
"ICEB-G",14,0,2016,"Private bus"
"ICEB-D",14,141,2016,"Private bus"
"HEB-G",14,0,2016,"Private bus"
"HEB-D",14,0,2016,"Private bus"
"CNGB",14,0,2016,"Private bus"
"EB",14,0,2016,"Private bus"
"ICEB-G",15,0,2016,"Private bus"
"ICEB-D",15,220,2016,"Private bus"
"HEB-G",15,0,2016,"Private bus"
"HEB-D",15,0,2016,"Private bus"
"CNGB",15,0,2016,"Private bus"
"EB",15,0,2016,"Private bus"
"ICEB-G",16,0,2016,"Private bus"
"ICEB-D",16,294,2016,"Private bus"
"HEB-G",16,0,2016,"Private bus"
"HEB-D",16,0,2016,"Private bus"
"CNGB",16,0,2016,"Private bus"
"EB",16,0,2016,"Private bus"
"ICEB-G",17,0,2016,"Private bus"
"ICEB-D",17,120,2016,"Private bus"
"HEB-G",17,0,2016,"Private bus"
"HEB-D",17,0,2016,"Private bus"
"CNGB",17,0,2016,"Private bus"
"EB",17,0,2016,"Private bus"
"ICEB-G",18,0,2016,"Private bus"
"ICEB-D",18,111,2016,"Private bus"
"HEB-G",18,0,2016,"Private bus"
"HEB-D",18,0,2016,"Private bus"
"CNGB",18,0,2016,"Private bus"
"EB",18,0,2016,"Private bus"
"ICEB-G",19,0,2016,"Private bus"
"ICEB-D",19,72,2016,"Private bus"
"HEB-G",19,0,2016,"Private bus"
"HEB-D",19,0,2016,"Private bus"
"CNGB",19,0,2016,"Private bus"
"EB",19,0,2016,"Private bus"
"ICEB-G",20,0,2016,"Private bus"
"ICEB-D",20,26,2016,"Private bus"
"HEB-G",20,0,2016,"Private bus"
"HEB-D",20,0,2016,"Private bus"
"CNGB",20,0,2016,"Private bus"
"EB",20,0,2016,"Private bus"
"ICEB-G",0,0,2017,"Private bus"
"ICEB-D",0,23,2017,"Private bus"
"HEB-G",0,0,2017,"Private bus"
"HEB-D",0,0,2017,"Private bus"
"CNGB",0,0,2017,"Private bus"
"EB",0,0,2017,"Private bus"
"ICEB-G",1,0,2017,"Private bus"
"ICEB-D",1,151,2017,"Private bus"
"HEB-G",1,0,2017,"Private bus"
"HEB-D",1,0,2017,"Private bus"
"CNGB",1,0,2017,"Private bus"
"EB",1,0,2017,"Private bus"
"ICEB-G",2,0,2017,"Private bus"
"ICEB-D",2,123,2017,"Private bus"
"HEB-G",2,0,2017,"Private bus"
"HEB-D",2,0,2017,"Private bus"
"CNGB",2,0,2017,"Private bus"
"EB",2,0,2017,"Private bus"
"ICEB-G",3,0,2017,"Private bus"
"ICEB-D",3,116,2017,"Private bus"
"HEB-G",3,0,2017,"Private bus"
"HEB-D",3,0,2017,"Private bus"
"CNGB",3,0,2017,"Private bus"
"EB",3,0,2017,"Private bus"
"ICEB-G",4,0,2017,"Private bus"
"ICEB-D",4,111,2017,"Private bus"
"HEB-G",4,0,2017,"Private bus"
"HEB-D",4,0,2017,"Private bus"
"CNGB",4,0,2017,"Private bus"
"EB",4,0,2017,"Private bus"
"ICEB-G",5,0,2017,"Private bus"
"ICEB-D",5,61,2017,"Private bus"
"HEB-G",5,0,2017,"Private bus"
"HEB-D",5,0,2017,"Private bus"
"CNGB",5,0,2017,"Private bus"
"EB",5,0,2017,"Private bus"
"ICEB-G",6,0,2017,"Private bus"
"ICEB-D",6,417,2017,"Private bus"
"HEB-G",6,0,2017,"Private bus"
"HEB-D",6,0,2017,"Private bus"
"CNGB",6,0,2017,"Private bus"
"EB",6,0,2017,"Private bus"
"ICEB-G",7,0,2017,"Private bus"
"ICEB-D",7,326,2017,"Private bus"
"HEB-G",7,0,2017,"Private bus"
"HEB-D",7,1,2017,"Private bus"
"CNGB",7,1,2017,"Private bus"
"EB",7,0,2017,"Private bus"
"ICEB-G",8,0,2017,"Private bus"
"ICEB-D",8,388,2017,"Private bus"
"HEB-G",8,0,2017,"Private bus"
"HEB-D",8,0,2017,"Private bus"
"CNGB",8,1,2017,"Private bus"
"EB",8,0,2017,"Private bus"
"ICEB-G",9,0,2017,"Private bus"
"ICEB-D",9,423,2017,"Private bus"
"HEB-G",9,0,2017,"Private bus"
"HEB-D",9,0,2017,"Private bus"
"CNGB",9,0,2017,"Private bus"
"EB",9,0,2017,"Private bus"
"ICEB-G",10,0,2017,"Private bus"
"ICEB-D",10,353,2017,"Private bus"
"HEB-G",10,0,2017,"Private bus"
"HEB-D",10,0,2017,"Private bus"
"CNGB",10,0,2017,"Private bus"
"EB",10,0,2017,"Private bus"
"ICEB-G",11,1,2017,"Private bus"
"ICEB-D",11,230,2017,"Private bus"
"HEB-G",11,0,2017,"Private bus"
"HEB-D",11,0,2017,"Private bus"
"CNGB",11,0,2017,"Private bus"
"EB",11,0,2017,"Private bus"
"ICEB-G",12,8,2017,"Private bus"
"ICEB-D",12,106,2017,"Private bus"
"HEB-G",12,0,2017,"Private bus"
"HEB-D",12,0,2017,"Private bus"
"CNGB",12,1,2017,"Private bus"
"EB",12,0,2017,"Private bus"
"ICEB-G",13,0,2017,"Private bus"
"ICEB-D",13,184,2017,"Private bus"
"HEB-G",13,0,2017,"Private bus"
"HEB-D",13,0,2017,"Private bus"
"CNGB",13,0,2017,"Private bus"
"EB",13,0,2017,"Private bus"
"ICEB-G",14,0,2017,"Private bus"
"ICEB-D",14,160,2017,"Private bus"
"HEB-G",14,0,2017,"Private bus"
"HEB-D",14,0,2017,"Private bus"
"CNGB",14,0,2017,"Private bus"
"EB",14,0,2017,"Private bus"
"ICEB-G",15,0,2017,"Private bus"
"ICEB-D",15,120,2017,"Private bus"
"HEB-G",15,0,2017,"Private bus"
"HEB-D",15,0,2017,"Private bus"
"CNGB",15,0,2017,"Private bus"
"EB",15,0,2017,"Private bus"
"ICEB-G",16,0,2017,"Private bus"
"ICEB-D",16,187,2017,"Private bus"
"HEB-G",16,0,2017,"Private bus"
"HEB-D",16,0,2017,"Private bus"
"CNGB",16,0,2017,"Private bus"
"EB",16,0,2017,"Private bus"
"ICEB-G",17,0,2017,"Private bus"
"ICEB-D",17,167,2017,"Private bus"
"HEB-G",17,0,2017,"Private bus"
"HEB-D",17,0,2017,"Private bus"
"CNGB",17,0,2017,"Private bus"
"EB",17,0,2017,"Private bus"
"ICEB-G",18,0,2017,"Private bus"
"ICEB-D",18,72,2017,"Private bus"
"HEB-G",18,0,2017,"Private bus"
"HEB-D",18,0,2017,"Private bus"
"CNGB",18,0,2017,"Private bus"
"EB",18,0,2017,"Private bus"
"ICEB-G",19,0,2017,"Private bus"
"ICEB-D",19,35,2017,"Private bus"
"HEB-G",19,0,2017,"Private bus"
"HEB-D",19,0,2017,"Private bus"
"CNGB",19,0,2017,"Private bus"
"EB",19,0,2017,"Private bus"
"ICEB-G",20,0,2017,"Private bus"
"ICEB-D",20,23,2017,"Private bus"
"HEB-G",20,0,2017,"Private bus"
"HEB-D",20,0,2017,"Private bus"
"CNGB",20,0,2017,"Private bus"
"EB",20,0,2017,"Private bus"
"ICEB-G",0,1,2018,"Private bus"
"ICEB-D",0,507,2018,"Private bus"
"HEB-G",0,0,2018,"Private bus"
"HEB-D",0,0,2018,"Private bus"
"CNGB",0,0,2018,"Private bus"
"EB",0,0,2018,"Private bus"
"ICEB-G",1,0,2018,"Private bus"
"ICEB-D",1,23,2018,"Private bus"
"HEB-G",1,0,2018,"Private bus"
"HEB-D",1,0,2018,"Private bus"
"CNGB",1,0,2018,"Private bus"
"EB",1,0,2018,"Private bus"
"ICEB-G",2,0,2018,"Private bus"
"ICEB-D",2,151,2018,"Private bus"
"HEB-G",2,0,2018,"Private bus"
"HEB-D",2,0,2018,"Private bus"
"CNGB",2,0,2018,"Private bus"
"EB",2,0,2018,"Private bus"
"ICEB-G",3,0,2018,"Private bus"
"ICEB-D",3,123,2018,"Private bus"
"HEB-G",3,0,2018,"Private bus"
"HEB-D",3,0,2018,"Private bus"
"CNGB",3,0,2018,"Private bus"
"EB",3,0,2018,"Private bus"
"ICEB-G",4,0,2018,"Private bus"
"ICEB-D",4,115,2018,"Private bus"
"HEB-G",4,0,2018,"Private bus"
"HEB-D",4,0,2018,"Private bus"
"CNGB",4,0,2018,"Private bus"
"EB",4,0,2018,"Private bus"
"ICEB-G",5,0,2018,"Private bus"
"ICEB-D",5,111,2018,"Private bus"
"HEB-G",5,0,2018,"Private bus"
"HEB-D",5,0,2018,"Private bus"
"CNGB",5,0,2018,"Private bus"
"EB",5,0,2018,"Private bus"
"ICEB-G",6,0,2018,"Private bus"
"ICEB-D",6,60,2018,"Private bus"
"HEB-G",6,0,2018,"Private bus"
"HEB-D",6,0,2018,"Private bus"
"CNGB",6,0,2018,"Private bus"
"EB",6,0,2018,"Private bus"
"ICEB-G",7,0,2018,"Private bus"
"ICEB-D",7,414,2018,"Private bus"
"HEB-G",7,0,2018,"Private bus"
"HEB-D",7,0,2018,"Private bus"
"CNGB",7,0,2018,"Private bus"
"EB",7,0,2018,"Private bus"
"ICEB-G",8,0,2018,"Private bus"
"ICEB-D",8,321,2018,"Private bus"
"HEB-G",8,0,2018,"Private bus"
"HEB-D",8,1,2018,"Private bus"
"CNGB",8,1,2018,"Private bus"
"EB",8,0,2018,"Private bus"
"ICEB-G",9,0,2018,"Private bus"
"ICEB-D",9,379,2018,"Private bus"
"HEB-G",9,0,2018,"Private bus"
"HEB-D",9,0,2018,"Private bus"
"CNGB",9,1,2018,"Private bus"
"EB",9,0,2018,"Private bus"
"ICEB-G",10,0,2018,"Private bus"
"ICEB-D",10,380,2018,"Private bus"
"HEB-G",10,0,2018,"Private bus"
"HEB-D",10,0,2018,"Private bus"
"CNGB",10,0,2018,"Private bus"
"EB",10,0,2018,"Private bus"
"ICEB-G",11,0,2018,"Private bus"
"ICEB-D",11,343,2018,"Private bus"
"HEB-G",11,0,2018,"Private bus"
"HEB-D",11,0,2018,"Private bus"
"CNGB",11,0,2018,"Private bus"
"EB",11,0,2018,"Private bus"
"ICEB-G",12,1,2018,"Private bus"
"ICEB-D",12,215,2018,"Private bus"
"HEB-G",12,0,2018,"Private bus"
"HEB-D",12,0,2018,"Private bus"
"CNGB",12,0,2018,"Private bus"
"EB",12,0,2018,"Private bus"
"ICEB-G",13,7,2018,"Private bus"
"ICEB-D",13,99,2018,"Private bus"
"HEB-G",13,0,2018,"Private bus"
"HEB-D",13,0,2018,"Private bus"
"CNGB",13,1,2018,"Private bus"
"EB",13,0,2018,"Private bus"
"ICEB-G",14,0,2018,"Private bus"
"ICEB-D",14,170,2018,"Private bus"
"HEB-G",14,0,2018,"Private bus"
"HEB-D",14,0,2018,"Private bus"
"CNGB",14,0,2018,"Private bus"
"EB",14,0,2018,"Private bus"
"ICEB-G",15,0,2018,"Private bus"
"ICEB-D",15,136,2018,"Private bus"
"HEB-G",15,0,2018,"Private bus"
"HEB-D",15,0,2018,"Private bus"
"CNGB",15,0,2018,"Private bus"
"EB",15,0,2018,"Private bus"
"ICEB-G",16,0,2018,"Private bus"
"ICEB-D",16,102,2018,"Private bus"
"HEB-G",16,0,2018,"Private bus"
"HEB-D",16,0,2018,"Private bus"
"CNGB",16,0,2018,"Private bus"
"EB",16,0,2018,"Private bus"
"ICEB-G",17,0,2018,"Private bus"
"ICEB-D",17,106,2018,"Private bus"
"HEB-G",17,0,2018,"Private bus"
"HEB-D",17,0,2018,"Private bus"
"CNGB",17,0,2018,"Private bus"
"EB",17,0,2018,"Private bus"
"ICEB-G",18,0,2018,"Private bus"
"ICEB-D",18,100,2018,"Private bus"
"HEB-G",18,0,2018,"Private bus"
"HEB-D",18,0,2018,"Private bus"
"CNGB",18,0,2018,"Private bus"
"EB",18,0,2018,"Private bus"
"ICEB-G",19,0,2018,"Private bus"
"ICEB-D",19,23,2018,"Private bus"
"HEB-G",19,0,2018,"Private bus"
"HEB-D",19,0,2018,"Private bus"
"CNGB",19,0,2018,"Private bus"
"EB",19,0,2018,"Private bus"
"ICEB-G",20,0,2018,"Private bus"
"ICEB-D",20,11,2018,"Private bus"
"HEB-G",20,0,2018,"Private bus"
"HEB-D",20,0,2018,"Private bus"
"CNGB",20,0,2018,"Private bus"
"EB",20,0,2018,"Private bus"
