"Make","Model","Body","Enginee_cc","MPO_kw","Fuel","Transmission","Turbo_supercharged","Hybrid","fe_urban","fe_xtra_urban","fe_combined","co2_urban","co2_xtra_urban","co2_combined","ves_band"
"MERCEDES BENZ","AMG CLA35 4MATIC","Coupe/ Convertible",1991,225,"Petrol","Sequential","YES","NO","9.3000000000000007","6.7",7.6,"209","151",172,"C1"
"MERCEDES BENZ","AMG CLA45 4MATIC","Coupe/ Convertible",1991,280,"Petrol","Sequential","YES","NO","9.6","6",7.3,"224","141",171,"C2"
"MERCEDES BENZ","AMG CLA45 4MATIC","Coupe/ Convertible",1991,280,"Petrol","Sequential","YES","NO","9.6","6",7.3,"224","141",171,"C2"
"MERCEDES BENZ","AMG CLA45 4MATIC SB","Multi-purpose Vehicle/Station-wagon",1991,280,"Petrol","Sequential","YES","NO","9.6","6",7.3,"224","141",171,"C2"
"MERCEDES BENZ","AMG CLA45 4MATIC SB","Multi-purpose Vehicle/Station-wagon",1991,280,"Petrol","Sequential","YES","NO","9.6","6",7.3,"224","141",171,"C2"
"MERCEDES BENZ","AMG CLS 53 4MATIC+","Sedan",2999,336,"Petrol-Electric","Automatic","YES","YES","11.7","7.3",8.9,"266","167",203,"C2"
"MERCEDES BENZ","AMG C43 4MATIC CAB","Coupe/ Convertible",2996,270,"Petrol","Automatic","YES","NO","11.2","6.9",8.4,"259","160",194,"C2"
"MERCEDES BENZ","AMG C43 4MATIC COUPE","Coupe/ Convertible",2996,270,"Petrol","Automatic","YES","NO","10.8","6.4",8,"247","147",183,"C1"
"MERCEDES BENZ","AMG C43 4MATIC COUPE","Coupe/ Convertible",2996,287,"Petrol","Automatic","YES","NO","13.1","7.2",9.4,"297","163",214,"C2"
"MERCEDES BENZ","AMG C43 4MATIC COUPE","Coupe/ Convertible",2996,287,"Petrol","Automatic","YES","NO","13.1","7.2",9.4,"297","163",214,"C2"
"MERCEDES BENZ","AMG C43 4MATIC COUPE","Coupe/ Convertible",2996,287,"Petrol","Automatic","YES","NO","13.1","7.2",9.4,"297","163",214,"C2"
"MERCEDES BENZ","AMG C43 4MATIC SEDAN","Sedan",2996,270,"Petrol","Automatic","YES","NO","10.8","6.4",8,"247","147",183,"C1"
"MERCEDES BENZ","AMG C43 4MATIC SEDAN","Sedan",2996,270,"Petrol","Automatic","YES","NO","10.8","6.4",8,"247","147",183,"C1"
"MERCEDES BENZ","AMG C43 4MATIC SEDAN","Sedan",2996,287,"Petrol","Automatic","YES","NO","12.9","7.1",9.3,"294","161",211,"C2"
"MERCEDES BENZ","AMG C43 4MATIC SEDAN","Sedan",2996,287,"Petrol","Automatic","YES","NO","12.9","7.1",9.3,"294","161",211,"C2"
"MERCEDES BENZ","AMG C43 4MATIC T","Multi-purpose Vehicle/Station-wagon",2996,270,"Petrol","Automatic","YES","NO","10.8","6.5",8.1,"248","150",185,"C1"
"MERCEDES BENZ","AMG C43 4MATIC T","Multi-purpose Vehicle/Station-wagon",2996,287,"Petrol","Automatic","YES","NO","13.1","7.3",9.5,"298","167",216,"C2"
"MERCEDES BENZ","AMG C63 S (R19 LED","Sedan",3982,375,"Petrol","Automatic","YES","NO","13.8","7.9",10.1,"317","180",230,"C2"
"MERCEDES BENZ","AMG C63 S (R19 LED)","Sedan",3982,375,"Petrol","Automatic","YES","NO","11","6.9",8.4,"256","161",195,"C2"
"MERCEDES BENZ","AMG C63 S CAB (R19","Coupe/ Convertible",3982,375,"Petrol","Automatic","YES","NO","12","7.2",8.9,"281","169",208,"C2"
"MERCEDES BENZ","AMG E43 4MATIC (R20","Sedan",2996,295,"Petrol","Automatic","YES","NO","11","6.8",8.4,"253","158",192,"C2"
"MERCEDES BENZ","AMG E43 4MATIC (R20","Sedan",2996,295,"Petrol","Automatic","YES","NO","11","6.8",8.4,"253","158",192,"C2"
"MERCEDES BENZ","AMG E43 4MATIC","Multi-purpose Vehicle/Station-wagon",2996,295,"Petrol","Automatic","YES","NO","11.1","7.1",8.6,"257","163",197,"C2"
"MERCEDES BENZ","AMG E43 4MATIC","Multi-purpose Vehicle/Station-wagon",2996,295,"Petrol","Automatic","YES","NO","11.1","7.1",8.6,"257","163",197,"C2"
"MERCEDES BENZ","AMG E53 4M+ COUPE","Coupe/ Convertible",2999,336,"Petrol-Electric","Automatic","YES","YES","11.6","7.2",8.8,"263","163",200,"C2"
"MERCEDES BENZ","AMG E53 4MATIC+","Multi-purpose Vehicle/Station-wagon",2999,336,"Petrol-Electric","Automatic","YES","YES","11.6","7.2",8.8,"263","164",200,"C2"
"MERCEDES BENZ","AMG E53 4MATIC+","Sedan",2999,336,"Petrol-Electric","Automatic","YES","YES","11.4","6.9",8.5,"259","158",195,"C2"
"MERCEDES BENZ","AMG E53 4MATIC+","Sedan",2999,336,"Petrol-Electric","Automatic","YES","YES","11.4","6.9",8.5,"259","158",195,"C2"
"MERCEDES BENZ","AMG E63 S 4M+","Sedan",3982,450,"Petrol","Automatic","YES","NO","11.7","7.6",9.1,"268","174",207,"C2"
"MERCEDES BENZ","AMG E63 S 4MATIC+","Sedan",3982,450,"Petrol","Automatic","YES","NO","11.7","7.6",9.1,"268","174",207,"C2"
"MERCEDES BENZ","AMG E63 S 4MATIC+","Sedan",3982,450,"Petrol","Automatic","YES","NO","11.7","7.6",9.1,"268","174",207,"C2"
"MERCEDES BENZ","AMG E63 S 4MATIC+","Multi-purpose Vehicle/Station-wagon",3982,450,"Petrol","Automatic","YES","NO","12.1","7.8",9.4,"277","179",214,"C2"
"MERCEDES BENZ","AMG E63 S 4MATIC+","Sedan",3982,450,"Petrol","Automatic","YES","NO","11.7","7.6",9.1,"268","174",207,"C2"
"MERCEDES BENZ","AMG GLA45 4MATIC","Sports Utility Vehicle",1991,280,"Petrol","Sequential","YES","NO","9.6","6.1",7.4,"224","143",172,"C2"
"MERCEDES BENZ","AMG GLA45 4MATIC","Sports Utility Vehicle",1991,280,"Petrol","Sequential","YES","NO","9.6","6.1",7.4,"224","143",172,"C2"
"MERCEDES BENZ","AMG GLA45 4MATIC","Sports Utility Vehicle",1991,280,"Petrol","Sequential","YES","NO","9.6","6.1",7.4,"224","143",172,"C2"
"MERCEDES BENZ","AMG GLC 63 S 4MATIC","Sports Utility Vehicle",3982,375,"Petrol","Automatic","YES","NO","14.1","8.6999999999999993",10.7,"321","199",244,"C2"
"MERCEDES BENZ","AMG GLC43 4MATIC","Sports Utility Vehicle",2996,270,"Petrol","Automatic","YES","NO","10.8","6.9",8.3,"247","158",189,"C2"
"MERCEDES BENZ","AMG GLC43 4MATIC","Sports Utility Vehicle",2996,270,"Petrol","Automatic","YES","NO","10.8","6.9",8.3,"247","158",189,"C2"
"MERCEDES BENZ","AMG GLC43 4MATIC","Sports Utility Vehicle",2996,270,"Petrol","Automatic","YES","NO","11.2","7.3",8.7,"256","167",199,"C2"
"MERCEDES BENZ","AMG GLC43 4MATIC","Sports Utility Vehicle",2996,270,"Petrol","Automatic","YES","NO","11.2","7.3",8.7,"256","167",199,"C2"
"MERCEDES BENZ","AMG GLC43 4MATIC","Coupe/ Convertible",2996,270,"Petrol","Automatic","YES","NO","10.9","7",8.4,"250","161",192,"C2"
"MERCEDES BENZ","AMG GLC43 4MATIC","Coupe/ Convertible",2996,270,"Petrol","Automatic","YES","NO","10.9","7",8.4,"250","161",192,"C2"
"MERCEDES BENZ","AMG GLC43 4MATIC","Coupe/ Convertible",2996,270,"Petrol","Automatic","YES","NO","11.5","7.5",8.9,"263","171",203,"C2"
"MERCEDES BENZ","AMG GLC63 S 4MATIC","Coupe/ Convertible",3982,375,"Petrol","Automatic","YES","NO","14.1","8.6999999999999993",10.7,"321","199",244,"C2"
"MERCEDES BENZ","AMG GLE 63 S 4MATIC","Sports Utility Vehicle",5461,430,"Petrol","Automatic","YES","NO","15.7","9.6",11.8,"367","226",276,"C2"
"MERCEDES BENZ","AMG GLE 63 S 4MATIC","Coupe/ Convertible",5461,430,"Petrol","Automatic","YES","NO","15.8","9.6999999999999993",11.9,"369","228",278,"C2"
"MERCEDES BENZ","AMG GLE43 4MATIC","Sports Utility Vehicle",2996,287,"Petrol","Automatic","YES","NO","11.6","7.4",8.9,"266","171",205,"C2"
"MERCEDES BENZ","AMG GLE43 4MATIC","Sports Utility Vehicle",2996,270,"Petrol","Automatic","YES","NO","10.9","7.2",8.6,"255","169",199,"C2"
"MERCEDES BENZ","AMG GLE43 4MATIC","Coupe/ Convertible",2996,287,"Petrol","Automatic","YES","NO","11.9","8",9.4,"272","183",215,"C2"
"MERCEDES BENZ","AMG GLE43 4MATIC","Coupe/ Convertible",2996,287,"Petrol","Automatic","YES","NO","11.9","8",9.4,"272","183",215,"C2"
"MERCEDES BENZ","AMG GLE43 4MATIC","Coupe/ Convertible",2996,270,"Petrol","Automatic","YES","NO","11.7","8.1",9.4,"272","190",219,"C2"
"MERCEDES BENZ","AMG GLE43 4MATIC","Coupe/ Convertible",2996,270,"Petrol","Automatic","YES","NO","11.7","8.1",9.4,"272","190",219,"C2"
"MERCEDES BENZ","AMG GLS63 4MATIC","Sports Utility Vehicle",5461,430,"Petrol","Automatic","YES","NO","15.8","10.3",12.3,"371","242",288,"C2"
"MERCEDES BENZ","AMG GT (R19 LED SR)","Coupe/ Convertible",3982,340,"Petrol","Sequential","YES","NO","12.2","7.6",9.3,"284","177",216,"C2"
"MERCEDES BENZ","AMG GT (R19 LED)","Coupe/ Convertible",3982,340,"Petrol","Sequential","YES","NO","12.2","7.6",9.3,"284","177",216,"C2"
"MERCEDES BENZ","AMG GT (R19/R20 LED)","Coupe/ Convertible",3982,340,"Petrol","Sequential","YES","NO","12.2","7.6",9.3,"284","177",216,"C2"
"MERCEDES BENZ","AMG GT C ROADSTER","Coupe/ Convertible",3982,410,"Petrol","Sequential","YES","NO","15.1","9",11.4,"344","207",259,"C2"
"MERCEDES BENZ","AMG GT R (R19/R20","Coupe/ Convertible",3982,430,"Petrol","Sequential","YES","NO","15.1","9",11.4,"344","207",259,"C2"
"MERCEDES BENZ","AMG GT S (R19/R20","Coupe/ Convertible",3982,375,"Petrol","Sequential","YES","NO","12.2","7.8",9.4,"284","182",219,"C2"
"MERCEDES BENZ","AMG GT S (R19/R20","Coupe/ Convertible",3982,384,"Petrol","Sequential","YES","NO","12.2","7.8",9.4,"284","182",219,"C2"
"MERCEDES BENZ","AMG GT 53 4MATIC+","Coupe/ Convertible",2999,336,"Petrol-Electric","Automatic","YES","YES","12","7.8",9.4,"273","178",215,"C2"
"MERCEDES BENZ","AMG GT 63 S 4MATIC+","Coupe/ Convertible",3982,470,"Petrol","Automatic","YES","NO","15","9",11.2,"342","206",256,"C2"
"MERCEDES BENZ","AMG GT 63 S 4MATIC+","Coupe/ Convertible",3982,470,"Petrol","Automatic","YES","NO","15","9",11.2,"342","206",256,"C2"
"MERCEDES BENZ","AMG GT 63 S 4MATIC+","Coupe/ Convertible",3982,470,"Petrol","Automatic","YES","NO","15","9",11.2,"342","206",256,"C2"
"MERCEDES BENZ","AMG G63","Sports Utility Vehicle",5461,420,"Petrol","Automatic","YES","NO","17.2","11.8",13.8,"404","277",322,"C2"
"MERCEDES BENZ","AMG G63 (R20 LED SR)","Sports Utility Vehicle",3982,430,"Petrol","Automatic","YES","NO","16.399999999999999","11.2",13.1,"374","256",299,"C2"
"MERCEDES BENZ","AMG G63 (R21 LED SR)","Sports Utility Vehicle",3982,430,"Petrol","Automatic","YES","NO","16.399999999999999","11.2",13.1,"374","256",299,"C2"
"MERCEDES BENZ","AMG G63 (R22 LED SR)","Sports Utility Vehicle",3982,430,"Petrol","Automatic","YES","NO","16.399999999999999","11.2",13.1,"374","256",299,"C2"
"MERCEDES BENZ","AMG G63 EDITION 1","Sports Utility Vehicle",3982,430,"Petrol","Automatic","YES","NO","16.399999999999999","11.2",13.1,"374","256",299,"C2"
"MERCEDES BENZ","A180 COMPT SALN","Hatchback",1332,100,"Petrol","Sequential","YES","NO","7.1","4.7",5.6,"164","108",128,"C1"
"MERCEDES BENZ","A180 COMPT SALN","Hatchback",1332,100,"Petrol","Sequential","YES","NO","7.1","4.7",5.6,"164","108",128,"C1"
"MERCEDES BENZ","A180 COMPT SALN","Hatchback",1332,100,"Petrol","Sequential","YES","NO","7.1","4.7",5.6,"164","108",128,"C1"
"MERCEDES BENZ","A180 COMPT SALN","Hatchback",1332,100,"Petrol","Sequential","YES","NO","7.1","4.7",5.6,"164","108",128,"C1"
"MERCEDES BENZ","A180 FL AMG LINE","Hatchback",1595,90,"Petrol","Sequential","YES","NO","6.8","4.5999999999999996",5.4,"159","108",126,"B"
"MERCEDES BENZ","A180 FL AMG LINE","Hatchback",1595,90,"Petrol","Sequential","YES","NO","6.8","4.5999999999999996",5.4,"159","108",126,"B"
"MERCEDES BENZ","A180 FL AMG LINE","Hatchback",1595,90,"Petrol","Sequential","YES","NO","6.8","4.5999999999999996",5.4,"159","108",126,"B"
"MERCEDES BENZ","A180 FL AMG LINE","Hatchback",1595,90,"Petrol","Sequential","YES","NO","6.8","4.5999999999999996",5.4,"159","108",126,"B"
"MERCEDES BENZ","A180 FL STYLE (R17","Hatchback",1595,90,"Petrol","Sequential","YES","NO","6.8","4.5999999999999996",5.4,"159","108",126,"B"
"MERCEDES BENZ","A180 FL STYLE (R17","Hatchback",1595,90,"Petrol","Sequential","YES","NO","6.8","4.5999999999999996",5.4,"159","108",126,"B"
"MERCEDES BENZ","A180 FL STYLE (R17","Hatchback",1595,90,"Petrol","Sequential","YES","NO","6.8","4.5999999999999996",5.4,"159","108",126,"B"
"MERCEDES BENZ","A180 FL URBAN (R18","Hatchback",1595,90,"Petrol","Sequential","YES","NO","6.8","4.5999999999999996",5.4,"159","108",126,"B"
"MERCEDES BENZ","A180 FL URBAN (R18","Hatchback",1595,90,"Petrol","Sequential","YES","NO","6.8","4.5999999999999996",5.4,"159","108",126,"B"
"MERCEDES BENZ","A200 COMPT SALN AMG","Hatchback",1332,120,"Petrol","Sequential","YES","NO","7.1","4.7",5.6,"163","108",128,"B"
"MERCEDES BENZ","A200 COMPT SALN AMG","Hatchback",1332,120,"Petrol","Sequential","YES","NO","7.1","4.7",5.6,"163","108",128,"B"
"MERCEDES BENZ","A200 COMPT SALN AMG","Hatchback",1332,120,"Petrol","Sequential","YES","NO","7.1","4.7",5.6,"163","108",128,"B"
"MERCEDES BENZ","A200 COMPT SALN","Hatchback",1332,120,"Petrol","Sequential","YES","NO","7.1","4.7",5.6,"163","108",128,"B"
"MERCEDES BENZ","A200 COMPT SALN","Hatchback",1332,120,"Petrol","Sequential","YES","NO","7.1","4.7",5.6,"163","108",128,"B"
"MERCEDES BENZ","A200 COMPT SALN","Hatchback",1332,120,"Petrol","Sequential","YES","NO","7.1","4.7",5.6,"163","108",128,"B"
"MERCEDES BENZ","A200 FL AMG LINE","Hatchback",1595,115,"Petrol","Sequential","YES","NO","6.8","4.5999999999999996",5.4,"159","108",126,"B"
"MERCEDES BENZ","A200 FL AMG LINE","Hatchback",1595,115,"Petrol","Sequential","YES","NO","6.8","4.5999999999999996",5.4,"159","108",126,"B"
"MERCEDES BENZ","A200 FL AMG LINE","Hatchback",1595,115,"Petrol","Sequential","YES","NO","6.8","4.5999999999999996",5.4,"159","108",126,"B"
"MERCEDES BENZ","A200 FL STYLE (R17","Hatchback",1595,115,"Petrol","Sequential","YES","NO","6.8","4.5999999999999996",5.4,"159","108",126,"B"
"MERCEDES BENZ","A200 FL STYLE (R17","Hatchback",1595,115,"Petrol","Sequential","YES","NO","6.8","4.5999999999999996",5.4,"159","108",126,"B"
"MERCEDES BENZ","A200 FL URBAN (R18","Hatchback",1595,115,"Petrol","Sequential","YES","NO","6.8","4.5999999999999996",5.4,"159","108",126,"B"
"MERCEDES BENZ","A200 SALOON AMG LINE","Sedan",1332,120,"Petrol","Sequential","YES","NO","7.1","4.5999999999999996",5.5,"162","106",127,"B"
"MERCEDES BENZ","A200 SALOON AMG LINE","Sedan",1332,120,"Petrol","Sequential","YES","NO","7.1","4.5999999999999996",5.5,"162","106",127,"B"
"MERCEDES BENZ","A200 SALOON","Sedan",1332,120,"Petrol","Sequential","YES","NO","7.1","4.5999999999999996",5.5,"162","106",127,"B"
"MERCEDES BENZ","A200 SALOON","Sedan",1332,120,"Petrol","Sequential","YES","NO","7.1","4.5999999999999996",5.5,"162","106",127,"B"
"MERCEDES BENZ","A200 SALOON","Sedan",1332,120,"Petrol","Sequential","YES","NO","7.1","4.5999999999999996",5.5,"162","106",127,"B"
"MERCEDES BENZ","A250 COMPACT SALN","Hatchback",1991,165,"Petrol","Sequential","YES","NO","8.6999999999999993","5.2",6.5,"198","118",147,"B"
"MERCEDES BENZ","A250 COMPACT SALOON","Hatchback",1991,165,"Petrol","Automatic","YES","NO","8.6999999999999993","5.2",6.5,"198","118",147,"B"
"MERCEDES BENZ","A250 SALOON AMG LINE","Sedan",1991,165,"Petrol","Sequential","YES","NO","8.6999999999999993","5",6.4,"197","115",145,"B"
"MERCEDES BENZ","A250 SALOON AMG LINE","Sedan",1991,165,"Petrol","Sequential","YES","NO","8.6999999999999993","5",6.4,"197","115",145,"B"
"MERCEDES BENZ","A250 SPORT (R18 LED","Hatchback",1991,160,"Petrol","Sequential","YES","NO","8","5.0999999999999996",6.2,"186","118",143,"C1"
"MERCEDES BENZ","A250 SPORT (R18 LED)","Hatchback",1991,160,"Petrol","Sequential","YES","NO","8","5.0999999999999996",6.2,"186","118",143,"C1"
"MERCEDES BENZ","B180 AMG LINE (R18","Hatchback",1595,90,"Petrol","Sequential","YES","NO","6.9","4.7",5.5,"161","110",129,"B"
"MERCEDES BENZ","B180 AMG LINE (R18","Hatchback",1595,90,"Petrol","Sequential","YES","NO","6.9","4.7",5.5,"161","110",129,"B"
"MERCEDES BENZ","B180 PROGRESSIVE R18","Hatchback",1332,100,"Petrol","Sequential","YES","NO","7.2","4.8",5.7,"167","111",131,"C1"
"MERCEDES BENZ","B180 PROGRESSIVE R18","Hatchback",1332,100,"Petrol","Sequential","YES","NO","7.2","4.8",5.7,"167","111",131,"C1"
"MERCEDES BENZ","B180 STYLE (R16 LED","Hatchback",1595,90,"Petrol","Sequential","YES","NO","6.9","4.5",5.4,"161","106",125,"B"
"MERCEDES BENZ","B180 STYLE (R16 LED)","Hatchback",1595,90,"Petrol","Sequential","YES","NO","6.9","4.5",5.4,"161","106",125,"B"
"MERCEDES BENZ","B180 STYLE R17 LED","Hatchback",1332,100,"Petrol","Sequential","YES","NO","7.2","4.8",5.7,"167","111",131,"C1"
"MERCEDES BENZ","B180 STYLE R17 LED","Hatchback",1332,100,"Petrol","Sequential","YES","NO","7.2","4.8",5.7,"167","111",131,"C1"
"MERCEDES BENZ","B180 URBAN (R17 LED","Hatchback",1595,90,"Petrol","Sequential","YES","NO","6.9","4.5999999999999996",5.5,"161","108",127,"B"
"MERCEDES BENZ","B180 URBAN (R17 LED)","Hatchback",1595,90,"Petrol","Sequential","YES","NO","6.9","4.5999999999999996",5.5,"161","108",127,"B"
"MERCEDES BENZ","B200 AMG LINE (R18","Hatchback",1595,115,"Petrol","Sequential","YES","NO","6.9","4.7",5.5,"161","110",129,"B"
"MERCEDES BENZ","B200 AMG LINE (R18","Hatchback",1332,120,"Petrol","Sequential","YES","NO","7.2","4.8",5.7,"167","110",131,"B"
"MERCEDES BENZ","B200 PROGRESSIVE","Hatchback",1332,120,"Petrol","Sequential","YES","NO","7.2","4.8",5.7,"167","110",131,"B"
"MERCEDES BENZ","B200 STYLE (R16 LED","Hatchback",1595,115,"Petrol","Sequential","YES","NO","6.9","4.5",5.4,"161","106",125,"B"
"MERCEDES BENZ","B200 STYLE (R16 LED)","Hatchback",1595,115,"Petrol","Sequential","YES","NO","6.9","4.5",5.4,"161","106",125,"B"
"MERCEDES BENZ","B200 URBAN (R17 LED","Hatchback",1595,115,"Petrol","Sequential","YES","NO","6.9","4.5999999999999996",5.5,"161","108",127,"B"
"MERCEDES BENZ","B200 URBAN (R17 LED)","Hatchback",1595,115,"Petrol","Sequential","YES","NO","6.9","4.5999999999999996",5.5,"161","108",127,"B"
"MERCEDES BENZ","CITAN 108 CDI L 5MT","Van",1461,55,"Diesel","Manual","YES","NO","4.7","4.2",4.3,"121","108",112,"-"
"MERCEDES BENZ","CITAN 109 CDI EL 5MT","Van",1461,66,"Diesel","Manual","YES","NO","5.2","4.5",4.7,"134","118",123,"-"
"MERCEDES BENZ","CITAN 112 6G-DCT","Van",1197,84,"Petrol","Sequential","YES","NO","8.1","5.6",6.5,"183","126",147,"-"
"MERCEDES BENZ","CLA 250 SPORT COUPE","Coupe/ Convertible",1991,160,"Petrol","Sequential","YES","NO","8.1","5",6.2,"189","117",143,"C1"
"MERCEDES BENZ","CLA 250 SPORT COUPE","Coupe/ Convertible",1991,160,"Petrol","Sequential","YES","NO","8.1","5",6.2,"189","117",143,"C1"
"MERCEDES BENZ","CLA180 COUPE AMG","Coupe/ Convertible",1595,90,"Petrol","Sequential","YES","NO","7.2","4.7",5.6,"165","108",128,"B"
"MERCEDES BENZ","CLA180 COUPE AMG","Coupe/ Convertible",1595,90,"Petrol","Sequential","YES","NO","7.2","4.7",5.6,"165","108",128,"B"
"MERCEDES BENZ","CLA180 COUPE URBAN","Coupe/ Convertible",1595,90,"Petrol","Sequential","YES","NO","7.2","4.7",5.6,"165","108",128,"B"
"MERCEDES BENZ","CLA180 COUPE URBAN","Coupe/ Convertible",1595,90,"Petrol","Sequential","YES","NO","7.2","4.7",5.6,"165","108",128,"B"
"MERCEDES BENZ","CLA180 SB AMG LINE","Multi-purpose Vehicle/Station-wagon",1595,90,"Petrol","Sequential","YES","NO","7.4","4.8",5.7,"173","113",134,"B"
"MERCEDES BENZ","CLA180 SB AMG LINE","Multi-purpose Vehicle/Station-wagon",1595,90,"Petrol","Sequential","YES","NO","7.4","4.8",5.7,"173","113",134,"B"
"MERCEDES BENZ","CLA180 SB URBAN (R18","Multi-purpose Vehicle/Station-wagon",1595,90,"Petrol","Sequential","YES","NO","7.4","4.8",5.7,"173","113",134,"B"
"MERCEDES BENZ","CLA180 SB URBAN (R18","Multi-purpose Vehicle/Station-wagon",1595,90,"Petrol","Sequential","YES","NO","7.4","4.8",5.7,"173","113",134,"B"
"MERCEDES BENZ","CLA200 AMG LINE (R18","Coupe/ Convertible",1332,120,"Petrol","Automatic","YES","NO","7.2","4.7",5.7,"167","108",130,"B"
"MERCEDES BENZ","CLA200 AMG LINE (R18","Coupe/ Convertible",1332,120,"Petrol","Automatic","YES","NO","7.2","4.7",5.7,"167","108",130,"B"
"MERCEDES BENZ","CLA200 COUPE AMG","Coupe/ Convertible",1595,115,"Petrol","Sequential","YES","NO","7.2","4.7",5.6,"165","108",128,"B"
"MERCEDES BENZ","CLA200 COUPE AMG","Coupe/ Convertible",1595,115,"Petrol","Sequential","YES","NO","7.2","4.7",5.6,"165","108",128,"B"
"MERCEDES BENZ","CLA200 COUPE URBAN","Coupe/ Convertible",1595,115,"Petrol","Sequential","YES","NO","7.2","4.7",5.6,"165","108",128,"B"
"MERCEDES BENZ","CLA200 COUPE URBAN","Coupe/ Convertible",1595,115,"Petrol","Sequential","YES","NO","7.2","4.7",5.6,"165","108",128,"B"
"MERCEDES BENZ","CLA200 PROGRESSIVE","Coupe/ Convertible",1332,120,"Petrol","Automatic","YES","NO","7.2","4.7",5.7,"167","108",130,"B"
"MERCEDES BENZ","CLA200 PROGRESSIVE","Coupe/ Convertible",1332,120,"Petrol","Sequential","YES","NO","7.2","4.7",5.7,"167","108",130,"B"
"MERCEDES BENZ","CLA200 SB AMG LINE","Multi-purpose Vehicle/Station-wagon",1595,115,"Petrol","Sequential","YES","NO","7.4","4.8",5.7,"173","113",134,"B"
"MERCEDES BENZ","CLA200 SB URBAN (R18","Multi-purpose Vehicle/Station-wagon",1595,115,"Petrol","Sequential","YES","NO","7.4","4.8",5.7,"173","113",134,"B"
"MERCEDES BENZ","CLA200 SB URBAN (R18","Multi-purpose Vehicle/Station-wagon",1595,115,"Petrol","Sequential","YES","NO","7.4","4.8",5.7,"173","113",134,"B"
"MERCEDES BENZ","CLA250 SPORT 4MATIC","Multi-purpose Vehicle/Station-wagon",1991,160,"Petrol","Sequential","YES","NO","8.8000000000000007","5.8",6.9,"205","136",160,"B"
"MERCEDES BENZ","CLA250 SPORT 4MATIC","Multi-purpose Vehicle/Station-wagon",1991,160,"Petrol","Sequential","YES","NO","8.8000000000000007","5.8",6.9,"205","136",160,"B"
"MERCEDES BENZ","CLS350 COUPE (R19","Sedan",1991,230,"Petrol-Electric","Automatic","YES","YES","10.1","6.3",7.7,"229","142",173,"C1"
"MERCEDES BENZ","CLS350 COUPE (R19","Sedan",1991,230,"Petrol-Electric","Automatic","YES","YES","10.1","6.3",7.7,"229","142",173,"C1"
"MERCEDES BENZ","CLS450 4MATIC COUPE","Sedan",2999,286,"Petrol-Electric","Automatic","YES","YES","10.7","6.6",8.1,"244","152",185,"C1"
"MERCEDES BENZ","C160 SEDAN AVG (R17","Sedan",1497,95,"Petrol","Automatic","YES","NO","8.4","5.2",6.4,"189","119",145,"C1"
"MERCEDES BENZ","C180 AMG LINE (R18","Sedan",1595,115,"Petrol","Automatic","YES","NO","8.4","5.5",6.6,"189","125",149,"C1"
"MERCEDES BENZ","C180 AMG LINE (R18","Sedan",1595,115,"Petrol","Automatic","YES","NO","8.4","5.5",6.6,"189","125",149,"C1"
"MERCEDES BENZ","C180 AMG LINE (R19","Sedan",1595,115,"Petrol","Automatic","YES","NO","8.4","5.5",6.6,"189","125",149,"C1"
"MERCEDES BENZ","C180 AMG LINE COUPE","Coupe/ Convertible",1595,115,"Petrol","Automatic","YES","NO","8.5","5.6",6.7,"193","127",151,"C1"
"MERCEDES BENZ","C180 AMG LINE COUPE","Coupe/ Convertible",1595,115,"Petrol","Automatic","YES","NO","8.5","5.6",6.7,"193","127",151,"C1"
"MERCEDES BENZ","C180 AVANTGARDE (R17","Sedan",1595,115,"Petrol","Automatic","YES","NO","7.6","5.0999999999999996",6.1,"173","116",136,"C1"
"MERCEDES BENZ","C180 AVANTGARDE (R17","Sedan",1595,115,"Petrol","Automatic","YES","NO","7.6","5.0999999999999996",6.1,"173","116",136,"C1"
"MERCEDES BENZ","C180 AVG (R17 LED","Sedan",1595,115,"Petrol","Automatic","YES","NO","8.4","5.5",6.6,"189","125",149,"C1"
"MERCEDES BENZ","C180 AVG (R17 LED)","Sedan",1595,115,"Petrol","Automatic","YES","NO","8.4","5.5",6.6,"189","125",149,"C1"
"MERCEDES BENZ","C180 CAB (R17 LED)","Coupe/ Convertible",1595,115,"Petrol","Automatic","YES","NO","8.3000000000000007","5.6",6.6,"189","128",149,"C1"
"MERCEDES BENZ","C180 CAB AMG LINE","Coupe/ Convertible",1595,115,"Petrol","Automatic","YES","NO","8.3000000000000007","5.6",6.6,"189","128",149,"C1"
"MERCEDES BENZ","C180 CABRIOLET (R17","Coupe/ Convertible",1595,115,"Petrol","Automatic","YES","NO","8.8000000000000007","6",7,"200","135",159,"C1"
"MERCEDES BENZ","C180 CABRIOLET (R18","Coupe/ Convertible",1595,115,"Petrol","Automatic","YES","NO","8.8000000000000007","6",7,"200","135",159,"C1"
"MERCEDES BENZ","C180 CABRIOLET AMG","Coupe/ Convertible",1595,115,"Petrol","Automatic","YES","NO","8.8000000000000007","6",7,"200","135",159,"C1"
"MERCEDES BENZ","C180 COUPE (R17 LED","Coupe/ Convertible",1595,115,"Petrol","Automatic","YES","NO","8.5","5.6",6.7,"193","127",151,"C1"
"MERCEDES BENZ","C180 COUPE (R17 LED)","Coupe/ Convertible",1595,115,"Petrol","Automatic","YES","NO","8.5","5.6",6.7,"193","127",151,"C1"
