month,make,fuel_type,vehicle_type,number
2016-01,MITSUBISHI,Diesel,Goods cum Passenger Vehicles,1
2016-01,NISSAN,Diesel,Goods cum Passenger Vehicles,6
2016-01,SSANGYONG,Diesel,Goods cum Passenger Vehicles,3
2016-01,CITROEN,Diesel,Light Goods Vehicles,8
2016-01,FIAT,Diesel,Light Goods Vehicles,28
2016-01,HYUNDAI,Diesel,Light Goods Vehicles,3
2016-01,ISUZU,Diesel,Light Goods Vehicles,32
2016-01,KIA,Diesel,Light Goods Vehicles,8
2016-01,LAND ROVER,Diesel,Light Goods Vehicles,8
2016-01,MERCEDES BENZ,Diesel,Light Goods Vehicles,29
2016-01,MITSUBISHI,Diesel,Light Goods Vehicles,33
2016-01,NISSAN,Petrol,Light Goods Vehicles,15
2016-01,NISSAN,Diesel,Light Goods Vehicles,278
2016-01,OPEL,Diesel,Light Goods Vehicles,2
2016-01,PEUGEOT,Diesel,Light Goods Vehicles,11
2016-01,RENAULT,Diesel,Light Goods Vehicles,5
2016-01,TENNANT,Diesel,Light Goods Vehicles,1
2016-01,TOYOTA,Petrol,Light Goods Vehicles,2
2016-01,TOYOTA,Diesel,Light Goods Vehicles,361
2016-01,CATERPILLAR,Diesel,Heavy Goods Vehicles,1
2016-01,COMAC,Diesel,Heavy Goods Vehicles,1
2016-01,FOTON,Diesel,Heavy Goods Vehicles,1
2016-01,HINO,Diesel,Heavy Goods Vehicles,63
2016-01,ISUZU,Diesel,Heavy Goods Vehicles,160
2016-01,JAC,Diesel,Heavy Goods Vehicles,3
2016-01,LEKTRO,Others,Heavy Goods Vehicles,1
2016-01,LINDE,Others,Heavy Goods Vehicles,1
2016-01,MANITOU,Diesel,Heavy Goods Vehicles,4
2016-01,MERCEDES BENZ,Diesel,Heavy Goods Vehicles,8
2016-01,MITSUBISHI,Diesel,Heavy Goods Vehicles,232
2016-01,NISSAN,Diesel,Heavy Goods Vehicles,1
2016-01,TOYOTA,Diesel,Heavy Goods Vehicles,86
2016-01,TOYOTA,Others,Heavy Goods Vehicles,1
2016-01,UD TRUCKS,Diesel,Heavy Goods Vehicles,4
2016-01,UNICARRIERS,Diesel,Heavy Goods Vehicles,1
2016-01,BEIBEN,Diesel,Very Heavy Goods Vehicles,1
2016-01,HINO,Diesel,Very Heavy Goods Vehicles,5
2016-01,ISUZU,Diesel,Very Heavy Goods Vehicles,18
2016-01,IVECO,Diesel,Very Heavy Goods Vehicles,11
2016-01,MAN,Diesel,Very Heavy Goods Vehicles,4
2016-01,MERCEDES BENZ,Diesel,Very Heavy Goods Vehicles,4
2016-01,MITSUBISHI,Diesel,Very Heavy Goods Vehicles,11
2016-01,SCANIA,Diesel,Very Heavy Goods Vehicles,8
2016-01,T.C.M.,Diesel,Very Heavy Goods Vehicles,6
2016-01,UD TRUCKS,Diesel,Very Heavy Goods Vehicles,12
2016-01,VOLVO,Diesel,Very Heavy Goods Vehicles,5
2016-01,ZOOMLION,Diesel,Very Heavy Goods Vehicles,1
2016-01,GOLDEN DRAGON,Diesel,Buses,3
2016-01,HIGER,Diesel,Buses,1
2016-01,HYUNDAI,Diesel,Buses,2
2016-01,ISUZU,Diesel,Buses,14
2016-01,JOYLONG,Diesel,Buses,1
2016-01,KING LONG,Diesel,Buses,1
2016-01,MAN,Diesel,Buses,7
2016-01,MERCEDES BENZ,Diesel,Buses,14
2016-01,MITSUBISHI,Diesel,Buses,12
2016-01,NISSAN,Diesel,Buses,11
2016-01,TOYOTA,Diesel,Buses,51
2016-01,VOLVO,Diesel,Buses,39
2016-01,YUTONG,Diesel,Buses,9
2016-02,HYUNDAI,Diesel,Goods cum Passenger Vehicles,1
2016-02,ISUZU,Diesel,Goods cum Passenger Vehicles,2
2016-02,MITSUBISHI,Diesel,Goods cum Passenger Vehicles,4
2016-02,NISSAN,Diesel,Goods cum Passenger Vehicles,6
2016-02,SSANGYONG,Diesel,Goods cum Passenger Vehicles,3
2016-02,TOYOTA,Diesel,Goods cum Passenger Vehicles,2
2016-02,CITROEN,Diesel,Light Goods Vehicles,7
2016-02,FIAT,Diesel,Light Goods Vehicles,7
2016-02,HYUNDAI,Diesel,Light Goods Vehicles,5
2016-02,ISUZU,Diesel,Light Goods Vehicles,18
2016-02,KARCHER,Diesel,Light Goods Vehicles,1
2016-02,KIA,Diesel,Light Goods Vehicles,3
2016-02,LAND ROVER,Diesel,Light Goods Vehicles,5
2016-02,MAXUS,Diesel,Light Goods Vehicles,1
2016-02,MERCEDES BENZ,Diesel,Light Goods Vehicles,14
2016-02,MITSUBISHI,Diesel,Light Goods Vehicles,12
2016-02,NISSAN,Petrol,Light Goods Vehicles,19
2016-02,NISSAN,Diesel,Light Goods Vehicles,215
2016-02,PEUGEOT,Diesel,Light Goods Vehicles,16
2016-02,RENAULT,Petrol,Light Goods Vehicles,1
2016-02,RENAULT,Diesel,Light Goods Vehicles,6
2016-02,SUZUKI,Petrol,Light Goods Vehicles,3
2016-02,TOYOTA,Diesel,Light Goods Vehicles,270
2016-02,HINO,Diesel,Heavy Goods Vehicles,40
2016-02,ISUZU,Diesel,Heavy Goods Vehicles,101
2016-02,KOMATSU,Diesel,Heavy Goods Vehicles,2
2016-02,LINDE,Diesel,Heavy Goods Vehicles,1
2016-02,MAXIMAL,Diesel,Heavy Goods Vehicles,1
2016-02,MERCEDES BENZ,Diesel,Heavy Goods Vehicles,12
2016-02,MITSUBISHI,Diesel,Heavy Goods Vehicles,127
2016-02,NISSAN,Diesel,Heavy Goods Vehicles,2
2016-02,TLD,Diesel,Heavy Goods Vehicles,3
2016-02,TOYOTA,Diesel,Heavy Goods Vehicles,48
2016-02,TOYOTA,Others,Heavy Goods Vehicles,1
2016-02,UD TRUCKS,Diesel,Heavy Goods Vehicles,5
2016-02,UNICARRIERS,Others,Heavy Goods Vehicles,1
2016-02,CIMC AIR MARREL SAS,Diesel,Very Heavy Goods Vehicles,1
2016-02,ISUZU,Diesel,Very Heavy Goods Vehicles,9
2016-02,IVECO,Diesel,Very Heavy Goods Vehicles,6
2016-02,KALMAR,Diesel,Very Heavy Goods Vehicles,1
2016-02,MAN,Diesel,Very Heavy Goods Vehicles,1
2016-02,MERCEDES BENZ,Diesel,Very Heavy Goods Vehicles,1
2016-02,MITSUBISHI,Diesel,Very Heavy Goods Vehicles,16
2016-02,SCANIA,Diesel,Very Heavy Goods Vehicles,11
2016-02,SHACMAN,Diesel,Very Heavy Goods Vehicles,1
2016-02,T.C.M.,Diesel,Very Heavy Goods Vehicles,2
2016-02,TOYOTA,Diesel,Very Heavy Goods Vehicles,1
2016-02,UD TRUCKS,Diesel,Very Heavy Goods Vehicles,5
2016-02,VOLVO,Diesel,Very Heavy Goods Vehicles,6
2016-02,ANKAI,Diesel,Buses,2
2016-02,GOLDEN DRAGON,Diesel,Buses,1
2016-02,HIGER,Diesel,Buses,1
2016-02,HYUNDAI,Diesel,Buses,1
2016-02,ISUZU,Diesel,Buses,2
2016-02,MAN,Diesel,Buses,6
2016-02,MAXUS,Diesel,Buses,3
2016-02,MERCEDES BENZ,Diesel,Buses,35
2016-02,MITSUBISHI,Diesel,Buses,3
2016-02,NISSAN,Diesel,Buses,5
2016-02,TOYOTA,Diesel,Buses,68
2016-02,VOLVO,Diesel,Buses,18
2016-02,YUTONG,Diesel,Buses,3
2016-03,NISSAN,Diesel,Goods cum Passenger Vehicles,7
2016-03,SSANGYONG,Diesel,Goods cum Passenger Vehicles,1
2016-03,TOYOTA,Diesel,Goods cum Passenger Vehicles,1
2016-03,AMMANN,Diesel,Light Goods Vehicles,1
2016-03,CITROEN,Diesel,Light Goods Vehicles,2
2016-03,FIAT,Diesel,Light Goods Vehicles,59
2016-03,HYUNDAI,Diesel,Light Goods Vehicles,9
2016-03,ISUZU,Diesel,Light Goods Vehicles,38
2016-03,KIA,Diesel,Light Goods Vehicles,15
2016-03,LAND ROVER,Diesel,Light Goods Vehicles,9
2016-03,MERCEDES BENZ,Diesel,Light Goods Vehicles,21
2016-03,MITSUBISHI,Diesel,Light Goods Vehicles,33
2016-03,NISSAN,Petrol,Light Goods Vehicles,39
2016-03,NISSAN,Diesel,Light Goods Vehicles,415
2016-03,OPEL,Diesel,Light Goods Vehicles,8
2016-03,PEUGEOT,Diesel,Light Goods Vehicles,14
2016-03,RENAULT,Diesel,Light Goods Vehicles,11
2016-03,SUZUKI,Petrol,Light Goods Vehicles,3
2016-03,TOYOTA,Petrol,Light Goods Vehicles,4
2016-03,TOYOTA,Diesel,Light Goods Vehicles,682
2016-03,VOLVO,Diesel,Light Goods Vehicles,1
2016-03,AMMANN,Diesel,Heavy Goods Vehicles,2
2016-03,HINO,Diesel,Heavy Goods Vehicles,48
2016-03,ISUZU,Diesel,Heavy Goods Vehicles,148
2016-03,J.C.B.,Diesel,Heavy Goods Vehicles,1
2016-03,JAC,Diesel,Heavy Goods Vehicles,5
2016-03,MERCEDES BENZ,Diesel,Heavy Goods Vehicles,1
2016-03,MITSUBISHI,Diesel,Heavy Goods Vehicles,186
2016-03,NISSAN,Diesel,Heavy Goods Vehicles,1
2016-03,TENNANT,Diesel,Heavy Goods Vehicles,1
2016-03,TLD,Diesel,Heavy Goods Vehicles,6
2016-03,TOYOTA,Diesel,Heavy Goods Vehicles,39
2016-03,UD TRUCKS,Diesel,Heavy Goods Vehicles,6
2016-03,YALE,Diesel,Heavy Goods Vehicles,1
2016-03,AMMANN,Diesel,Very Heavy Goods Vehicles,1
2016-03,BEIBEN,Diesel,Very Heavy Goods Vehicles,1
2016-03,D.A.F.,Diesel,Very Heavy Goods Vehicles,6
2016-03,GUANGTAI,Diesel,Very Heavy Goods Vehicles,2
2016-03,HINO,Diesel,Very Heavy Goods Vehicles,12
2016-03,ISUZU,Diesel,Very Heavy Goods Vehicles,17
2016-03,IVECO,Diesel,Very Heavy Goods Vehicles,15
2016-03,KALMAR,Diesel,Very Heavy Goods Vehicles,1
2016-03,MAN,Diesel,Very Heavy Goods Vehicles,8
2016-03,MERCEDES BENZ,Diesel,Very Heavy Goods Vehicles,6
2016-03,MITSUBISHI,Diesel,Very Heavy Goods Vehicles,24
2016-03,SCANIA,Diesel,Very Heavy Goods Vehicles,12
2016-03,UD TRUCKS,Diesel,Very Heavy Goods Vehicles,17
2016-03,VOGELE,Diesel,Very Heavy Goods Vehicles,1
2016-03,VOLVO,Diesel,Very Heavy Goods Vehicles,4
2016-03,ANKAI,Diesel,Buses,3
2016-03,HIGER,Diesel,Buses,5
2016-03,HYUNDAI,Diesel,Buses,1
2016-03,ISUZU,Diesel,Buses,2
2016-03,JOYLONG,Diesel,Buses,1
2016-03,MAN,Diesel,Buses,16
2016-03,MAXUS,Diesel,Buses,1
2016-03,MERCEDES BENZ,Diesel,Buses,45
2016-03,MITSUBISHI,Diesel,Buses,9
2016-03,NISSAN,Diesel,Buses,11
2016-03,TOYOTA,Diesel,Buses,89
2016-03,VOLVO,Diesel,Buses,40
2016-03,YUTONG,Diesel,Buses,9
2016-04,FORD,Diesel,Goods cum Passenger Vehicles,2
2016-04,ISUZU,Diesel,Goods cum Passenger Vehicles,1
2016-04,NISSAN,Diesel,Goods cum Passenger Vehicles,5
2016-04,SSANGYONG,Diesel,Goods cum Passenger Vehicles,3
2016-04,TOYOTA,Diesel,Goods cum Passenger Vehicles,1
2016-04,FIAT,Diesel,Light Goods Vehicles,96
2016-04,GIANNI FERRARI,Diesel,Light Goods Vehicles,1
2016-04,HYUNDAI,Diesel,Light Goods Vehicles,6
2016-04,ISUZU,Diesel,Light Goods Vehicles,20
2016-04,KIA,Diesel,Light Goods Vehicles,4
2016-04,LAND ROVER,Diesel,Light Goods Vehicles,4
2016-04,MERCEDES BENZ,Diesel,Light Goods Vehicles,12
2016-04,MITSUBISHI,Diesel,Light Goods Vehicles,38
2016-04,NILFISK,Diesel,Light Goods Vehicles,2
2016-04,NISSAN,Petrol,Light Goods Vehicles,36
2016-04,NISSAN,Diesel,Light Goods Vehicles,270
2016-04,OPEL,Diesel,Light Goods Vehicles,6
2016-04,PEUGEOT,Diesel,Light Goods Vehicles,15
2016-04,RENAULT,Petrol,Light Goods Vehicles,1
2016-04,RENAULT,Diesel,Light Goods Vehicles,8
2016-04,SUZUKI,Petrol,Light Goods Vehicles,3
2016-04,TOYOTA,Petrol,Light Goods Vehicles,6
2016-04,TOYOTA,Diesel,Light Goods Vehicles,329
2016-04,FOTON,Diesel,Heavy Goods Vehicles,2
2016-04,HINO,Diesel,Heavy Goods Vehicles,64
2016-04,ISUZU,Diesel,Heavy Goods Vehicles,185
2016-04,JAC,Diesel,Heavy Goods Vehicles,4
2016-04,MERCEDES BENZ,Diesel,Heavy Goods Vehicles,1
2016-04,MITSUBISHI,Diesel,Heavy Goods Vehicles,267
2016-04,NEW HOLLAND,Diesel,Heavy Goods Vehicles,3
2016-04,SAKAI,Diesel,Heavy Goods Vehicles,4
2016-04,T.C.M.,Diesel,Heavy Goods Vehicles,3
2016-04,TOYOTA,Diesel,Heavy Goods Vehicles,49
2016-04,TOYOTA,Others,Heavy Goods Vehicles,1
2016-04,UD TRUCKS,Diesel,Heavy Goods Vehicles,9
2016-04,UNICARRIERS,Diesel,Heavy Goods Vehicles,1
2016-04,WIRTGEN,Diesel,Heavy Goods Vehicles,1
2016-04,CIMC AIR MARREL SAS,Diesel,Very Heavy Goods Vehicles,2
2016-04,HINO,Diesel,Very Heavy Goods Vehicles,8
2016-04,ISUZU,Diesel,Very Heavy Goods Vehicles,26
2016-04,IVECO,Diesel,Very Heavy Goods Vehicles,4
2016-04,KOMATSU,Diesel,Very Heavy Goods Vehicles,1
2016-04,MAN,Diesel,Very Heavy Goods Vehicles,5
2016-04,MERCEDES BENZ,Diesel,Very Heavy Goods Vehicles,6
2016-04,MITSUBISHI,Diesel,Very Heavy Goods Vehicles,28
2016-04,SCANIA,Diesel,Very Heavy Goods Vehicles,12
2016-04,T.C.M.,Diesel,Very Heavy Goods Vehicles,10
2016-04,UD TRUCKS,Diesel,Very Heavy Goods Vehicles,22
2016-04,VOLVO,Diesel,Very Heavy Goods Vehicles,6
2016-04,FTBCI,Diesel,Buses,2
2016-04,GOLDEN DRAGON,Diesel,Buses,1
2016-04,HIGER,Diesel,Buses,2
2016-04,HYUNDAI,Diesel,Buses,1
2016-04,ISUZU,Diesel,Buses,6
2016-04,JOYLONG,Diesel,Buses,1
2016-04,MAN,Diesel,Buses,5
2016-04,MAXUS,Diesel,Buses,2
2016-04,MERCEDES BENZ,Diesel,Buses,7
2016-04,MITSUBISHI,Diesel,Buses,8
2016-04,NISSAN,Diesel,Buses,9
2016-04,TOYOTA,Diesel,Buses,50
2016-04,VOLVO,Diesel,Buses,23
2016-04,YUTONG,Diesel,Buses,4
2016-05,FORD,Diesel,Goods cum Passenger Vehicles,2
2016-05,ISUZU,Diesel,Goods cum Passenger Vehicles,1
2016-05,NISSAN,Diesel,Goods cum Passenger Vehicles,5
2016-05,SSANGYONG,Diesel,Goods cum Passenger Vehicles,3
2016-05,TOYOTA,Diesel,Goods cum Passenger Vehicles,1
2016-05,FIAT,Diesel,Light Goods Vehicles,96
2016-05,GIANNI FERRARI,Diesel,Light Goods Vehicles,1
2016-05,HYUNDAI,Diesel,Light Goods Vehicles,6
2016-05,ISUZU,Diesel,Light Goods Vehicles,20
2016-05,KIA,Diesel,Light Goods Vehicles,4
2016-05,LAND ROVER,Diesel,Light Goods Vehicles,4
2016-05,MERCEDES BENZ,Diesel,Light Goods Vehicles,12
2016-05,MITSUBISHI,Diesel,Light Goods Vehicles,38
2016-05,NILFISK,Diesel,Light Goods Vehicles,2
2016-05,NISSAN,Petrol,Light Goods Vehicles,36
2016-05,NISSAN,Diesel,Light Goods Vehicles,270
2016-05,OPEL,Diesel,Light Goods Vehicles,6
2016-05,PEUGEOT,Diesel,Light Goods Vehicles,15
2016-05,RENAULT,Petrol,Light Goods Vehicles,1
2016-05,RENAULT,Diesel,Light Goods Vehicles,8
2016-05,SUZUKI,Petrol,Light Goods Vehicles,3
2016-05,TOYOTA,Petrol,Light Goods Vehicles,6
2016-05,TOYOTA,Diesel,Light Goods Vehicles,329
2016-05,FOTON,Diesel,Heavy Goods Vehicles,2
2016-05,HINO,Diesel,Heavy Goods Vehicles,64
2016-05,ISUZU,Diesel,Heavy Goods Vehicles,185
2016-05,JAC,Diesel,Heavy Goods Vehicles,4
2016-05,MERCEDES BENZ,Diesel,Heavy Goods Vehicles,1
2016-05,MITSUBISHI,Diesel,Heavy Goods Vehicles,267
2016-05,NEW HOLLAND,Diesel,Heavy Goods Vehicles,3
2016-05,SAKAI,Diesel,Heavy Goods Vehicles,4
2016-05,T.C.M.,Diesel,Heavy Goods Vehicles,3
2016-05,TOYOTA,Diesel,Heavy Goods Vehicles,49
2016-05,TOYOTA,Others,Heavy Goods Vehicles,1
2016-05,UD TRUCKS,Diesel,Heavy Goods Vehicles,9
2016-05,UNICARRIERS,Diesel,Heavy Goods Vehicles,1
2016-05,WIRTGEN,Diesel,Heavy Goods Vehicles,1
2016-05,CIMC AIR MARREL SAS,Diesel,Very Heavy Goods Vehicles,2
2016-05,HINO,Diesel,Very Heavy Goods Vehicles,8
2016-05,ISUZU,Diesel,Very Heavy Goods Vehicles,26
2016-05,IVECO,Diesel,Very Heavy Goods Vehicles,4
2016-05,KOMATSU,Diesel,Very Heavy Goods Vehicles,1
2016-05,MAN,Diesel,Very Heavy Goods Vehicles,5
2016-05,MERCEDES BENZ,Diesel,Very Heavy Goods Vehicles,6
2016-05,MITSUBISHI,Diesel,Very Heavy Goods Vehicles,28
2016-05,SCANIA,Diesel,Very Heavy Goods Vehicles,12
2016-05,T.C.M.,Diesel,Very Heavy Goods Vehicles,10
2016-05,UD TRUCKS,Diesel,Very Heavy Goods Vehicles,22
2016-05,VOLVO,Diesel,Very Heavy Goods Vehicles,6
2016-05,FTBCI,Diesel,Buses,2
2016-05,GOLDEN DRAGON,Diesel,Buses,1
2016-05,HIGER,Diesel,Buses,2
2016-05,HYUNDAI,Diesel,Buses,1
2016-05,ISUZU,Diesel,Buses,6
2016-05,JOYLONG,Diesel,Buses,1
2016-05,MAN,Diesel,Buses,5
2016-05,MAXUS,Diesel,Buses,2
2016-05,MERCEDES BENZ,Diesel,Buses,7
2016-05,MITSUBISHI,Diesel,Buses,8
2016-05,NISSAN,Diesel,Buses,9
2016-05,TOYOTA,Diesel,Buses,50
2016-05,VOLVO,Diesel,Buses,23
2016-05,YUTONG,Diesel,Buses,4
2016-06,FORD,Diesel,Goods cum Passenger Vehicles,8
2016-06,HYUNDAI,Diesel,Goods cum Passenger Vehicles,1
2016-06,MITSUBISHI,Diesel,Goods cum Passenger Vehicles,5
2016-06,NISSAN,Diesel,Goods cum Passenger Vehicles,6
2016-06,SSANGYONG,Diesel,Goods cum Passenger Vehicles,2
2016-06,TOYOTA,Diesel,Goods cum Passenger Vehicles,3
2016-06,CITROEN,Diesel,Light Goods Vehicles,10
2016-06,FIAT,Diesel,Light Goods Vehicles,81
2016-06,ISUZU,Diesel,Light Goods Vehicles,27
2016-06,KIA,Diesel,Light Goods Vehicles,7
2016-06,LAND ROVER,Diesel,Light Goods Vehicles,1
2016-06,MERCEDES BENZ,Diesel,Light Goods Vehicles,15
2016-06,MITSUBISHI,Diesel,Light Goods Vehicles,42
2016-06,NISSAN,Petrol,Light Goods Vehicles,33
2016-06,NISSAN,Diesel,Light Goods Vehicles,296
2016-06,OPEL,Diesel,Light Goods Vehicles,1
2016-06,PEUGEOT,Diesel,Light Goods Vehicles,10
2016-06,SUZUKI,Petrol,Light Goods Vehicles,1
2016-06,TOYOTA,Petrol,Light Goods Vehicles,8
2016-06,TOYOTA,Diesel,Light Goods Vehicles,422
2016-06,CIMC AIR MARREL SAS,Diesel,Heavy Goods Vehicles,1
2016-06,D.A.F.,Diesel,Heavy Goods Vehicles,1
2016-06,FOTON,Diesel,Heavy Goods Vehicles,2
2016-06,HINO,Diesel,Heavy Goods Vehicles,55
2016-06,ISUZU,Diesel,Heavy Goods Vehicles,115
2016-06,JAC,Diesel,Heavy Goods Vehicles,4
2016-06,MANITOU,Diesel,Heavy Goods Vehicles,1
2016-06,MAXIMAL,Diesel,Heavy Goods Vehicles,2
2016-06,MERCEDES BENZ,Diesel,Heavy Goods Vehicles,2
2016-06,MITSUBISHI,Diesel,Heavy Goods Vehicles,190
2016-06,SAKAI,Diesel,Heavy Goods Vehicles,5
2016-06,TAILIFT,Diesel,Heavy Goods Vehicles,2
2016-06,TOYOTA,Diesel,Heavy Goods Vehicles,73
2016-06,TOYOTA,Others,Heavy Goods Vehicles,6
2016-06,UD TRUCKS,Diesel,Heavy Goods Vehicles,3
2016-06,UNICARRIERS,Diesel,Heavy Goods Vehicles,1
2016-06,HINO,Diesel,Very Heavy Goods Vehicles,6
2016-06,ISUZU,Diesel,Very Heavy Goods Vehicles,10
2016-06,IVECO,Diesel,Very Heavy Goods Vehicles,3
2016-06,MAN,Diesel,Very Heavy Goods Vehicles,7
2016-06,MERCEDES BENZ,Diesel,Very Heavy Goods Vehicles,7
2016-06,MITSUBISHI,Diesel,Very Heavy Goods Vehicles,17
2016-06,SCANIA,Diesel,Very Heavy Goods Vehicles,16
2016-06,TEREX,Diesel,Very Heavy Goods Vehicles,1
2016-06,TOYOTA,Diesel,Very Heavy Goods Vehicles,2
2016-06,UD TRUCKS,Diesel,Very Heavy Goods Vehicles,12
2016-06,VOLVO,Diesel,Very Heavy Goods Vehicles,5
2016-06,WIRTGEN,Diesel,Very Heavy Goods Vehicles,1
2016-06,GOLDEN DRAGON,Diesel,Buses,1
2016-06,ISUZU,Diesel,Buses,8
2016-06,JOYLONG,Diesel,Buses,3
2016-06,MAN,Diesel,Buses,26
2016-06,MERCEDES BENZ,Diesel,Buses,21
2016-06,MITSUBISHI,Diesel,Buses,6
2016-06,NISSAN,Diesel,Buses,3
2016-06,TOYOTA,Diesel,Buses,70
2016-06,VOLVO,Diesel,Buses,43
2016-06,YUTONG,Diesel,Buses,4
2016-07,FORD,Diesel,Goods cum Passenger Vehicles,2
2016-07,HYUNDAI,Diesel,Goods cum Passenger Vehicles,14
2016-07,ISUZU,Diesel,Goods cum Passenger Vehicles,1
2016-07,MITSUBISHI,Diesel,Goods cum Passenger Vehicles,2
2016-07,NISSAN,Diesel,Goods cum Passenger Vehicles,3
2016-07,SSANGYONG,Diesel,Goods cum Passenger Vehicles,1
2016-07,TOYOTA,Diesel,Goods cum Passenger Vehicles,2
2016-07,CITROEN,Diesel,Light Goods Vehicles,13
2016-07,FIAT,Diesel,Light Goods Vehicles,50
2016-07,HYUNDAI,Diesel,Light Goods Vehicles,2
2016-07,ISUZU,Diesel,Light Goods Vehicles,34
2016-07,KIA,Diesel,Light Goods Vehicles,5
2016-07,LAND ROVER,Diesel,Light Goods Vehicles,3
2016-07,MERCEDES BENZ,Diesel,Light Goods Vehicles,16
2016-07,MITSUBISHI,Diesel,Light Goods Vehicles,34
2016-07,NISSAN,Petrol,Light Goods Vehicles,34
2016-07,NISSAN,Diesel,Light Goods Vehicles,308
2016-07,OPEL,Diesel,Light Goods Vehicles,4
2016-07,PEUGEOT,Diesel,Light Goods Vehicles,6
2016-07,RENAULT,Petrol,Light Goods Vehicles,3
2016-07,RENAULT,Diesel,Light Goods Vehicles,1
2016-07,SUZUKI,Petrol,Light Goods Vehicles,5
2016-07,TENNANT,Diesel,Light Goods Vehicles,2
2016-07,TOYOTA,Petrol,Light Goods Vehicles,7
2016-07,TOYOTA,Diesel,Light Goods Vehicles,406
2016-07,FOTON,Diesel,Heavy Goods Vehicles,1
2016-07,HINO,Diesel,Heavy Goods Vehicles,51
2016-07,ISUZU,Diesel,Heavy Goods Vehicles,154
2016-07,JAC,Diesel,Heavy Goods Vehicles,2
2016-07,MERCEDES BENZ,Diesel,Heavy Goods Vehicles,7
2016-07,MITSUBISHI,Diesel,Heavy Goods Vehicles,212
2016-07,NISSAN,Diesel,Heavy Goods Vehicles,1
2016-07,SAKAI,Diesel,Heavy Goods Vehicles,1
2016-07,TOYOTA,Diesel,Heavy Goods Vehicles,70
2016-07,TOYOTA,Others,Heavy Goods Vehicles,5
2016-07,UD TRUCKS,Diesel,Heavy Goods Vehicles,4
2016-07,UNICARRIERS,Diesel,Heavy Goods Vehicles,2
2016-07,WIRTGEN,Diesel,Heavy Goods Vehicles,1
2016-07,CIMC AIR MARREL SAS,Diesel,Very Heavy Goods Vehicles,3
2016-07,D.A.F.,Diesel,Very Heavy Goods Vehicles,2
2016-07,GROVE,Diesel,Very Heavy Goods Vehicles,2
2016-07,HINO,Diesel,Very Heavy Goods Vehicles,7
2016-07,ISUZU,Diesel,Very Heavy Goods Vehicles,27
2016-07,IVECO,Diesel,Very Heavy Goods Vehicles,3
2016-07,MAN,Diesel,Very Heavy Goods Vehicles,7
2016-07,MERCEDES BENZ,Diesel,Very Heavy Goods Vehicles,14
2016-07,MITSUBISHI,Diesel,Very Heavy Goods Vehicles,20
2016-07,ROSENBAUER,Diesel,Very Heavy Goods Vehicles,1
2016-07,SCANIA,Diesel,Very Heavy Goods Vehicles,22
2016-07,T.C.M.,Diesel,Very Heavy Goods Vehicles,1
2016-07,TOYOTA,Diesel,Very Heavy Goods Vehicles,1
2016-07,UD TRUCKS,Diesel,Very Heavy Goods Vehicles,5
2016-07,VOLVO,Diesel,Very Heavy Goods Vehicles,17
2016-07,FTBCI,Diesel,Buses,1
2016-07,ISUZU,Diesel,Buses,4
2016-07,JOYLONG,Diesel,Buses,2
2016-07,MAXUS,Diesel,Buses,2
2016-07,MERCEDES BENZ,Diesel,Buses,11
2016-07,MITSUBISHI,Diesel,Buses,7
2016-07,NISSAN,Diesel,Buses,7
2016-07,TOYOTA,Diesel,Buses,51
2016-07,VOLVO,Diesel,Buses,24
2016-07,YUTONG,Diesel,Buses,2
2016-08,HYUNDAI,Diesel,Goods cum Passenger Vehicles,8
2016-08,ISUZU,Diesel,Goods cum Passenger Vehicles,2
2016-08,MITSUBISHI,Diesel,Goods cum Passenger Vehicles,12
2016-08,NISSAN,Diesel,Goods cum Passenger Vehicles,12
2016-08,SSANGYONG,Diesel,Goods cum Passenger Vehicles,1
2016-08,CITROEN,Diesel,Light Goods Vehicles,8
2016-08,FIAT,Diesel,Light Goods Vehicles,35
2016-08,HYUNDAI,Diesel,Light Goods Vehicles,5
2016-08,ISUZU,Diesel,Light Goods Vehicles,32
2016-08,KIA,Diesel,Light Goods Vehicles,9
2016-08,LAND ROVER,Diesel,Light Goods Vehicles,6
2016-08,MERCEDES BENZ,Diesel,Light Goods Vehicles,14
2016-08,MITSUBISHI,Diesel,Light Goods Vehicles,44
2016-08,NISSAN,Petrol,Light Goods Vehicles,27
2016-08,NISSAN,Diesel,Light Goods Vehicles,236
2016-08,OPEL,Diesel,Light Goods Vehicles,4
2016-08,PEUGEOT,Diesel,Light Goods Vehicles,9
2016-08,RENAULT,Petrol,Light Goods Vehicles,5
2016-08,RENAULT,Diesel,Light Goods Vehicles,4
2016-08,SUZUKI,Petrol,Light Goods Vehicles,6
2016-08,TENNANT,Diesel,Light Goods Vehicles,4
2016-08,TOYOTA,Petrol,Light Goods Vehicles,3
2016-08,TOYOTA,Diesel,Light Goods Vehicles,389
2016-08,FIAT,Diesel,Heavy Goods Vehicles,3
2016-08,FOTON,Diesel,Heavy Goods Vehicles,3
2016-08,HINO,Diesel,Heavy Goods Vehicles,49
2016-08,HYSTER,Diesel,Heavy Goods Vehicles,1
2016-08,ISUZU,Diesel,Heavy Goods Vehicles,135
2016-08,JAC,Diesel,Heavy Goods Vehicles,2
2016-08,JJCC,Diesel,Heavy Goods Vehicles,2
2016-08,MERCEDES BENZ,Diesel,Heavy Goods Vehicles,2
