"Sector","Phase","Process","Year","Value","Unit","Mode"
"Manufacturing","Vehicle production","Battery production",2013,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Gasoline",2013,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Electricity",2013,61977092.8,"kg CO2 eq","MRT"
"Energy","Fuel Production","Diesel",2013,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","CNG",2013,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Gasoline",2013,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Electricity",2013,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Diesel",2013,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","CNG",2013,0,"kg CO2 eq","MRT"
"Manufacturing","Vehicle production","Battery production",2014,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Gasoline",2014,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Electricity",2014,66089350.32,"kg CO2 eq","MRT"
"Energy","Fuel Production","Diesel",2014,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","CNG",2014,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Gasoline",2014,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Electricity",2014,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Diesel",2014,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","CNG",2014,0,"kg CO2 eq","MRT"
"Manufacturing","Vehicle production","Battery production",2015,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Gasoline",2015,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Electricity",2015,67548462.8,"kg CO2 eq","MRT"
"Energy","Fuel Production","Diesel",2015,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","CNG",2015,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Gasoline",2015,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Electricity",2015,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Diesel",2015,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","CNG",2015,0,"kg CO2 eq","MRT"
"Manufacturing","Vehicle production","Battery production",2016,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Gasoline",2016,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Electricity",2016,80213652.96,"kg CO2 eq","MRT"
"Energy","Fuel Production","Diesel",2016,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","CNG",2016,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Gasoline",2016,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Electricity",2016,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Diesel",2016,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","CNG",2016,0,"kg CO2 eq","MRT"
"Manufacturing","Vehicle production","Battery production",2017,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Gasoline",2017,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Electricity",2017,85102383.52,"kg CO2 eq","MRT"
"Energy","Fuel Production","Diesel",2017,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","CNG",2017,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Gasoline",2017,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Electricity",2017,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Diesel",2017,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","CNG",2017,0,"kg CO2 eq","MRT"
"Manufacturing","Vehicle production","Battery production",2018,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Gasoline",2018,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Electricity",2018,95475688,"kg CO2 eq","MRT"
"Energy","Fuel Production","Diesel",2018,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","CNG",2018,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Gasoline",2018,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Electricity",2018,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Diesel",2018,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","CNG",2018,0,"kg CO2 eq","MRT"
"Manufacturing","Vehicle production","Battery production",2019,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Gasoline",2019,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Electricity",2019,95475688,"kg CO2 eq","MRT"
"Energy","Fuel Production","Diesel",2019,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","CNG",2019,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Gasoline",2019,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Electricity",2019,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Diesel",2019,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","CNG",2019,0,"kg CO2 eq","MRT"
"Manufacturing","Vehicle production","Battery production",2005,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Gasoline",2005,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Electricity",2005,5940370.632,"kg CO2 eq","LRT"
"Energy","Fuel Production","Diesel",2005,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","CNG",2005,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Gasoline",2005,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Electricity",2005,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Diesel",2005,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","CNG",2005,0,"kg CO2 eq","LRT"
"Manufacturing","Vehicle production","Battery production",2006,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Gasoline",2006,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Electricity",2006,6370832.272,"kg CO2 eq","LRT"
"Energy","Fuel Production","Diesel",2006,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","CNG",2006,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Gasoline",2006,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Electricity",2006,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Diesel",2006,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","CNG",2006,0,"kg CO2 eq","LRT"
"Manufacturing","Vehicle production","Battery production",2007,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Gasoline",2007,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Electricity",2007,6801293.912,"kg CO2 eq","LRT"
"Energy","Fuel Production","Diesel",2007,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","CNG",2007,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Gasoline",2007,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Electricity",2007,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Diesel",2007,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","CNG",2007,0,"kg CO2 eq","LRT"
"Manufacturing","Vehicle production","Battery production",2008,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Gasoline",2008,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Electricity",2008,7576124.864,"kg CO2 eq","LRT"
"Energy","Fuel Production","Diesel",2008,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","CNG",2008,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Gasoline",2008,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Electricity",2008,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Diesel",2008,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","CNG",2008,0,"kg CO2 eq","LRT"
"Manufacturing","Vehicle production","Battery production",2009,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Gasoline",2009,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Electricity",2009,7748309.52,"kg CO2 eq","LRT"
"Energy","Fuel Production","Diesel",2009,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","CNG",2009,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Gasoline",2009,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Electricity",2009,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Diesel",2009,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","CNG",2009,0,"kg CO2 eq","LRT"
"Manufacturing","Vehicle production","Battery production",2010,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Gasoline",2010,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Electricity",2010,7767076.24,"kg CO2 eq","LRT"
"Energy","Fuel Production","Diesel",2010,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","CNG",2010,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Gasoline",2010,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Electricity",2010,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Diesel",2010,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","CNG",2010,0,"kg CO2 eq","LRT"
"Manufacturing","Vehicle production","Battery production",2011,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Gasoline",2011,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Electricity",2011,8491940.8,"kg CO2 eq","LRT"
"Energy","Fuel Production","Diesel",2011,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","CNG",2011,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Gasoline",2011,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Electricity",2011,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Diesel",2011,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","CNG",2011,0,"kg CO2 eq","LRT"
"Manufacturing","Vehicle production","Battery production",2012,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Gasoline",2012,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Electricity",2012,9108896.72,"kg CO2 eq","LRT"
"Energy","Fuel Production","Diesel",2012,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","CNG",2012,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Gasoline",2012,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Electricity",2012,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Diesel",2012,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","CNG",2012,0,"kg CO2 eq","LRT"
"Manufacturing","Vehicle production","Battery production",2013,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Gasoline",2013,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Electricity",2013,10403800.4,"kg CO2 eq","LRT"
"Energy","Fuel Production","Diesel",2013,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","CNG",2013,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Gasoline",2013,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Electricity",2013,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Diesel",2013,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","CNG",2013,0,"kg CO2 eq","LRT"
"Manufacturing","Vehicle production","Battery production",2014,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Gasoline",2014,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Electricity",2014,11229536.08,"kg CO2 eq","LRT"
"Energy","Fuel Production","Diesel",2014,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","CNG",2014,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Gasoline",2014,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Electricity",2014,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Diesel",2014,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","CNG",2014,0,"kg CO2 eq","LRT"
"Manufacturing","Vehicle production","Battery production",2015,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Gasoline",2015,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Electricity",2015,13927252.08,"kg CO2 eq","LRT"
"Energy","Fuel Production","Diesel",2015,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","CNG",2015,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Gasoline",2015,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Electricity",2015,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Diesel",2015,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","CNG",2015,0,"kg CO2 eq","LRT"
"Manufacturing","Vehicle production","Battery production",2016,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Gasoline",2016,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Electricity",2016,15529460.8,"kg CO2 eq","LRT"
"Energy","Fuel Production","Diesel",2016,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","CNG",2016,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Gasoline",2016,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Electricity",2016,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Diesel",2016,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","CNG",2016,0,"kg CO2 eq","LRT"
"Manufacturing","Vehicle production","Battery production",2017,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Gasoline",2017,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Electricity",2017,16967460.72,"kg CO2 eq","LRT"
"Energy","Fuel Production","Diesel",2017,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","CNG",2017,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Gasoline",2017,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Electricity",2017,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Diesel",2017,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","CNG",2017,0,"kg CO2 eq","LRT"
"Manufacturing","Vehicle production","Battery production",2018,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Gasoline",2018,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Electricity",2018,17129323.68,"kg CO2 eq","LRT"
"Energy","Fuel Production","Diesel",2018,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","CNG",2018,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Gasoline",2018,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Electricity",2018,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Diesel",2018,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","CNG",2018,0,"kg CO2 eq","LRT"
"Manufacturing","Vehicle production","Battery production",2019,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Gasoline",2019,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","Electricity",2019,17129323.68,"kg CO2 eq","LRT"
"Energy","Fuel Production","Diesel",2019,0,"kg CO2 eq","LRT"
"Energy","Fuel Production","CNG",2019,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Gasoline",2019,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Electricity",2019,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","Diesel",2019,0,"kg CO2 eq","LRT"
"Transportation","Fuel Use","CNG",2019,0,"kg CO2 eq","LRT"
