"Technology","Year","Value","Mode","Scenario"
"PHEV",2036,7,"Private car","Public Transit"
"EV/B",2036,49636,"Private car","Public Transit"
"ICEV/B-G",2037,4648,"Private car","Public Transit"
"ICEV/B-D",2037,173,"Private car","Public Transit"
"HEV/B-G",2037,611,"Private car","Public Transit"
"CNGV/B",2037,0,"Private car","Public Transit"
"PHEV",2037,5,"Private car","Public Transit"
"EV/B",2037,52046,"Private car","Public Transit"
"ICEV/B-G",2038,3306,"Private car","Public Transit"
"ICEV/B-D",2038,123,"Private car","Public Transit"
"HEV/B-G",2038,480,"Private car","Public Transit"
"CNGV/B",2038,0,"Private car","Public Transit"
"PHEV",2038,5,"Private car","Public Transit"
"EV/B",2038,53674,"Private car","Public Transit"
"ICEV/B-G",2039,2489,"Private car","Public Transit"
"ICEV/B-D",2039,84,"Private car","Public Transit"
"HEV/B-G",2039,320,"Private car","Public Transit"
"CNGV/B",2039,0,"Private car","Public Transit"
"PHEV",2039,2,"Private car","Public Transit"
"EV/B",2039,54776,"Private car","Public Transit"
"ICEV/B-G",2040,1625,"Private car","Public Transit"
"ICEV/B-D",2040,57,"Private car","Public Transit"
"HEV/B-G",2040,209,"Private car","Public Transit"
"CNGV/B",2040,0,"Private car","Public Transit"
"PHEV",2040,1,"Private car","Public Transit"
"EV/B",2040,55840,"Private car","Public Transit"
"ICEV/B-G",2041,1141,"Private car","Public Transit"
"ICEV/B-D",2041,41,"Private car","Public Transit"
"HEV/B-G",2041,146,"Private car","Public Transit"
"CNGV/B",2041,0,"Private car","Public Transit"
"PHEV",2041,0,"Private car","Public Transit"
"EV/B",2041,56444,"Private car","Public Transit"
"ICEV/B-G",2042,792,"Private car","Public Transit"
"ICEV/B-D",2042,30,"Private car","Public Transit"
"HEV/B-G",2042,101,"Private car","Public Transit"
"CNGV/B",2042,0,"Private car","Public Transit"
"PHEV",2042,0,"Private car","Public Transit"
"EV/B",2042,56870,"Private car","Public Transit"
"ICEV/B-G",2043,579,"Private car","Public Transit"
"ICEV/B-D",2043,23,"Private car","Public Transit"
"HEV/B-G",2043,74,"Private car","Public Transit"
"CNGV/B",2043,0,"Private car","Public Transit"
"PHEV",2043,0,"Private car","Public Transit"
"EV/B",2043,57118,"Private car","Public Transit"
"ICEV/B-G",2044,429,"Private car","Public Transit"
"ICEV/B-D",2044,17,"Private car","Public Transit"
"HEV/B-G",2044,55,"Private car","Public Transit"
"CNGV/B",2044,0,"Private car","Public Transit"
"PHEV",2044,0,"Private car","Public Transit"
"EV/B",2044,57277,"Private car","Public Transit"
"ICEV/B-G",2045,332,"Private car","Public Transit"
"ICEV/B-D",2045,13,"Private car","Public Transit"
"HEV/B-G",2045,44,"Private car","Public Transit"
"CNGV/B",2045,0,"Private car","Public Transit"
"PHEV",2045,0,"Private car","Public Transit"
"EV/B",2045,57358,"Private car","Public Transit"
"ICEV/B-G",2046,222,"Private car","Public Transit"
"ICEV/B-D",2046,9,"Private car","Public Transit"
"HEV/B-G",2046,30,"Private car","Public Transit"
"CNGV/B",2046,0,"Private car","Public Transit"
"PHEV",2046,0,"Private car","Public Transit"
"EV/B",2046,57440,"Private car","Public Transit"
"ICEV/B-G",2047,105,"Private car","Public Transit"
"ICEV/B-D",2047,5,"Private car","Public Transit"
"HEV/B-G",2047,16,"Private car","Public Transit"
"CNGV/B",2047,0,"Private car","Public Transit"
"PHEV",2047,0,"Private car","Public Transit"
"EV/B",2047,57515,"Private car","Public Transit"
"ICEV/B-G",2048,40,"Private car","Public Transit"
"ICEV/B-D",2048,2,"Private car","Public Transit"
"HEV/B-G",2048,8,"Private car","Public Transit"
"CNGV/B",2048,0,"Private car","Public Transit"
"PHEV",2048,0,"Private car","Public Transit"
"EV/B",2048,57518,"Private car","Public Transit"
"ICEV/B-G",2049,19,"Private car","Public Transit"
"ICEV/B-D",2049,1,"Private car","Public Transit"
"HEV/B-G",2049,4,"Private car","Public Transit"
"CNGV/B",2049,0,"Private car","Public Transit"
"PHEV",2049,0,"Private car","Public Transit"
"EV/B",2049,57461,"Private car","Public Transit"
"ICEV/B-G",2050,0,"Private car","Public Transit"
"ICEV/B-D",2050,0,"Private car","Public Transit"
"HEV/B-G",2050,0,"Private car","Public Transit"
"CNGV/B",2050,0,"Private car","Public Transit"
"PHEV",2050,0,"Private car","Public Transit"
"EV/B",2050,57392,"Private car","Public Transit"
"ICEV/B-G",2020,23,"Taxi","Public Transit"
"ICEV/B-D",2020,8395,"Taxi","Public Transit"
"HEV/B-G",2020,9575,"Taxi","Public Transit"
"CNGV/B",2020,0,"Taxi","Public Transit"
"PHEV",2020,0,"Taxi","Public Transit"
"EV/B",2020,142,"Taxi","Public Transit"
"ICEV/B-G",2021,21,"Taxi","Public Transit"
"ICEV/B-D",2021,7057,"Taxi","Public Transit"
"HEV/B-G",2021,10363,"Taxi","Public Transit"
"CNGV/B",2021,0,"Taxi","Public Transit"
"PHEV",2021,0,"Taxi","Public Transit"
"EV/B",2021,279,"Taxi","Public Transit"
"ICEV/B-G",2022,14,"Taxi","Public Transit"
"ICEV/B-D",2022,5933,"Taxi","Public Transit"
"HEV/B-G",2022,10822,"Taxi","Public Transit"
"CNGV/B",2022,0,"Taxi","Public Transit"
"PHEV",2022,0,"Taxi","Public Transit"
"EV/B",2022,530,"Taxi","Public Transit"
"ICEV/B-G",2023,11,"Taxi","Public Transit"
"ICEV/B-D",2023,4987,"Taxi","Public Transit"
"HEV/B-G",2023,10987,"Taxi","Public Transit"
"CNGV/B",2023,0,"Taxi","Public Transit"
"PHEV",2023,0,"Taxi","Public Transit"
"EV/B",2023,882,"Taxi","Public Transit"
"ICEV/B-G",2024,10,"Taxi","Public Transit"
"ICEV/B-D",2024,4039,"Taxi","Public Transit"
"HEV/B-G",2024,10922,"Taxi","Public Transit"
"CNGV/B",2024,0,"Taxi","Public Transit"
"PHEV",2024,0,"Taxi","Public Transit"
"EV/B",2024,1452,"Taxi","Public Transit"
"ICEV/B-G",2025,8,"Taxi","Public Transit"
"ICEV/B-D",2025,2941,"Taxi","Public Transit"
"HEV/B-G",2025,10894,"Taxi","Public Transit"
"CNGV/B",2025,0,"Taxi","Public Transit"
"PHEV",2025,0,"Taxi","Public Transit"
"EV/B",2025,2122,"Taxi","Public Transit"
"ICEV/B-G",2026,5,"Taxi","Public Transit"
"ICEV/B-D",2026,2019,"Taxi","Public Transit"
"HEV/B-G",2026,10614,"Taxi","Public Transit"
"CNGV/B",2026,0,"Taxi","Public Transit"
"PHEV",2026,0,"Taxi","Public Transit"
"EV/B",2026,2855,"Taxi","Public Transit"
"ICEV/B-G",2027,2,"Taxi","Public Transit"
"ICEV/B-D",2027,1622,"Taxi","Public Transit"
"HEV/B-G",2027,9595,"Taxi","Public Transit"
"CNGV/B",2027,0,"Taxi","Public Transit"
"PHEV",2027,0,"Taxi","Public Transit"
"EV/B",2027,3790,"Taxi","Public Transit"
"ICEV/B-G",2028,1,"Taxi","Public Transit"
"ICEV/B-D",2028,1249,"Taxi","Public Transit"
"HEV/B-G",2028,8812,"Taxi","Public Transit"
"CNGV/B",2028,0,"Taxi","Public Transit"
"PHEV",2028,0,"Taxi","Public Transit"
"EV/B",2028,4450,"Taxi","Public Transit"
"ICEV/B-G",2029,1,"Taxi","Public Transit"
"ICEV/B-D",2029,912,"Taxi","Public Transit"
"HEV/B-G",2029,7277,"Taxi","Public Transit"
"CNGV/B",2029,0,"Taxi","Public Transit"
"PHEV",2029,0,"Taxi","Public Transit"
"EV/B",2029,5813,"Taxi","Public Transit"
"ICEV/B-G",2030,1,"Taxi","Public Transit"
"ICEV/B-D",2030,613,"Taxi","Public Transit"
"HEV/B-G",2030,6327,"Taxi","Public Transit"
"CNGV/B",2030,0,"Taxi","Public Transit"
"PHEV",2030,0,"Taxi","Public Transit"
"EV/B",2030,6542,"Taxi","Public Transit"
"ICEV/B-G",2031,1,"Taxi","Public Transit"
"ICEV/B-D",2031,413,"Taxi","Public Transit"
"HEV/B-G",2031,5360,"Taxi","Public Transit"
"CNGV/B",2031,0,"Taxi","Public Transit"
"PHEV",2031,0,"Taxi","Public Transit"
"EV/B",2031,7773,"Taxi","Public Transit"
"ICEV/B-G",2032,1,"Taxi","Public Transit"
"ICEV/B-D",2032,324,"Taxi","Public Transit"
"HEV/B-G",2032,4360,"Taxi","Public Transit"
"CNGV/B",2032,0,"Taxi","Public Transit"
"PHEV",2032,0,"Taxi","Public Transit"
"EV/B",2032,8921,"Taxi","Public Transit"
"ICEV/B-G",2033,0,"Taxi","Public Transit"
"ICEV/B-D",2033,249,"Taxi","Public Transit"
"HEV/B-G",2033,3560,"Taxi","Public Transit"
"CNGV/B",2033,0,"Taxi","Public Transit"
"PHEV",2033,0,"Taxi","Public Transit"
"EV/B",2033,9851,"Taxi","Public Transit"
"ICEV/B-G",2034,0,"Taxi","Public Transit"
"ICEV/B-D",2034,186,"Taxi","Public Transit"
"HEV/B-G",2034,2753,"Taxi","Public Transit"
"CNGV/B",2034,0,"Taxi","Public Transit"
"PHEV",2034,0,"Taxi","Public Transit"
"EV/B",2034,10768,"Taxi","Public Transit"
"ICEV/B-G",2035,0,"Taxi","Public Transit"
"ICEV/B-D",2035,125,"Taxi","Public Transit"
"HEV/B-G",2035,2184,"Taxi","Public Transit"
"CNGV/B",2035,0,"Taxi","Public Transit"
"PHEV",2035,0,"Taxi","Public Transit"
"EV/B",2035,11441,"Taxi","Public Transit"
"ICEV/B-G",2036,0,"Taxi","Public Transit"
"ICEV/B-D",2036,53,"Taxi","Public Transit"
"HEV/B-G",2036,1726,"Taxi","Public Transit"
"CNGV/B",2036,0,"Taxi","Public Transit"
"PHEV",2036,0,"Taxi","Public Transit"
"EV/B",2036,12007,"Taxi","Public Transit"
"ICEV/B-G",2037,0,"Taxi","Public Transit"
"ICEV/B-D",2037,0,"Taxi","Public Transit"
"HEV/B-G",2037,1329,"Taxi","Public Transit"
"CNGV/B",2037,0,"Taxi","Public Transit"
"PHEV",2037,0,"Taxi","Public Transit"
"EV/B",2037,12488,"Taxi","Public Transit"
"ICEV/B-G",2038,0,"Taxi","Public Transit"
"ICEV/B-D",2038,0,"Taxi","Public Transit"
"HEV/B-G",2038,971,"Taxi","Public Transit"
"CNGV/B",2038,0,"Taxi","Public Transit"
"PHEV",2038,0,"Taxi","Public Transit"
"EV/B",2038,12871,"Taxi","Public Transit"
"ICEV/B-G",2039,0,"Taxi","Public Transit"
"ICEV/B-D",2039,0,"Taxi","Public Transit"
"HEV/B-G",2039,709,"Taxi","Public Transit"
"CNGV/B",2039,0,"Taxi","Public Transit"
"PHEV",2039,0,"Taxi","Public Transit"
"EV/B",2039,13153,"Taxi","Public Transit"
"ICEV/B-G",2040,0,"Taxi","Public Transit"
"ICEV/B-D",2040,0,"Taxi","Public Transit"
"HEV/B-G",2040,469,"Taxi","Public Transit"
"CNGV/B",2040,0,"Taxi","Public Transit"
"PHEV",2040,0,"Taxi","Public Transit"
"EV/B",2040,13408,"Taxi","Public Transit"
"ICEV/B-G",2041,0,"Taxi","Public Transit"
"ICEV/B-D",2041,0,"Taxi","Public Transit"
"HEV/B-G",2041,339,"Taxi","Public Transit"
"CNGV/B",2041,0,"Taxi","Public Transit"
"PHEV",2041,0,"Taxi","Public Transit"
"EV/B",2041,13547,"Taxi","Public Transit"
"ICEV/B-G",2042,0,"Taxi","Public Transit"
"ICEV/B-D",2042,0,"Taxi","Public Transit"
"HEV/B-G",2042,236,"Taxi","Public Transit"
"CNGV/B",2042,0,"Taxi","Public Transit"
"PHEV",2042,0,"Taxi","Public Transit"
"EV/B",2042,13655,"Taxi","Public Transit"
"ICEV/B-G",2043,0,"Taxi","Public Transit"
"ICEV/B-D",2043,0,"Taxi","Public Transit"
"HEV/B-G",2043,167,"Taxi","Public Transit"
"CNGV/B",2043,0,"Taxi","Public Transit"
"PHEV",2043,0,"Taxi","Public Transit"
"EV/B",2043,13725,"Taxi","Public Transit"
"ICEV/B-G",2044,0,"Taxi","Public Transit"
"ICEV/B-D",2044,0,"Taxi","Public Transit"
"HEV/B-G",2044,117,"Taxi","Public Transit"
"CNGV/B",2044,0,"Taxi","Public Transit"
"PHEV",2044,0,"Taxi","Public Transit"
"EV/B",2044,13771,"Taxi","Public Transit"
"ICEV/B-G",2045,0,"Taxi","Public Transit"
"ICEV/B-D",2045,0,"Taxi","Public Transit"
"HEV/B-G",2045,80,"Taxi","Public Transit"
"CNGV/B",2045,0,"Taxi","Public Transit"
"PHEV",2045,0,"Taxi","Public Transit"
"EV/B",2045,13800,"Taxi","Public Transit"
"ICEV/B-G",2046,0,"Taxi","Public Transit"
"ICEV/B-D",2046,0,"Taxi","Public Transit"
"HEV/B-G",2046,51,"Taxi","Public Transit"
"CNGV/B",2046,0,"Taxi","Public Transit"
"PHEV",2046,0,"Taxi","Public Transit"
"EV/B",2046,13818,"Taxi","Public Transit"
"ICEV/B-G",2047,0,"Taxi","Public Transit"
"ICEV/B-D",2047,0,"Taxi","Public Transit"
"HEV/B-G",2047,30,"Taxi","Public Transit"
"CNGV/B",2047,0,"Taxi","Public Transit"
"PHEV",2047,0,"Taxi","Public Transit"
"EV/B",2047,13825,"Taxi","Public Transit"
"ICEV/B-G",2048,0,"Taxi","Public Transit"
"ICEV/B-D",2048,0,"Taxi","Public Transit"
"HEV/B-G",2048,13,"Taxi","Public Transit"
"CNGV/B",2048,0,"Taxi","Public Transit"
"PHEV",2048,0,"Taxi","Public Transit"
"EV/B",2048,13824,"Taxi","Public Transit"
"ICEV/B-G",2049,0,"Taxi","Public Transit"
"ICEV/B-D",2049,0,"Taxi","Public Transit"
"HEV/B-G",2049,6,"Taxi","Public Transit"
"CNGV/B",2049,0,"Taxi","Public Transit"
"PHEV",2049,0,"Taxi","Public Transit"
"EV/B",2049,13811,"Taxi","Public Transit"
"ICEV/B-G",2050,0,"Taxi","Public Transit"
"ICEV/B-D",2050,0,"Taxi","Public Transit"
"HEV/B-G",2050,0,"Taxi","Public Transit"
"CNGV/B",2050,0,"Taxi","Public Transit"
"PHEV",2050,0,"Taxi","Public Transit"
"EV/B",2050,13795,"Taxi","Public Transit"
"ICEV/B-D",2020,5932,"Public bus","Public Transit"
"HEV/B-D",2020,17,"Public bus","Public Transit"
"CNGV/B",2020,0,"Public bus","Public Transit"
"EV/B",2020,3,"Public bus","Public Transit"
"ICEV/B-D",2021,5972,"Public bus","Public Transit"
"HEV/B-D",2021,30,"Public bus","Public Transit"
"CNGV/B",2021,0,"Public bus","Public Transit"
"EV/B",2021,41,"Public bus","Public Transit"
"ICEV/B-D",2022,5977,"Public bus","Public Transit"
"HEV/B-D",2022,42,"Public bus","Public Transit"
"CNGV/B",2022,0,"Public bus","Public Transit"
"EV/B",2022,116,"Public bus","Public Transit"
"ICEV/B-D",2023,5931,"Public bus","Public Transit"
"HEV/B-D",2023,54,"Public bus","Public Transit"
"CNGV/B",2023,0,"Public bus","Public Transit"
"EV/B",2023,242,"Public bus","Public Transit"
"ICEV/B-D",2024,5844,"Public bus","Public Transit"
"HEV/B-D",2024,64,"Public bus","Public Transit"
"CNGV/B",2024,0,"Public bus","Public Transit"
"EV/B",2024,410,"Public bus","Public Transit"
"ICEV/B-D",2025,5689,"Public bus","Public Transit"
"HEV/B-D",2025,73,"Public bus","Public Transit"
"CNGV/B",2025,0,"Public bus","Public Transit"
"EV/B",2025,646,"Public bus","Public Transit"
"ICEV/B-D",2026,5472,"Public bus","Public Transit"
"HEV/B-D",2026,81,"Public bus","Public Transit"
"CNGV/B",2026,0,"Public bus","Public Transit"
"EV/B",2026,943,"Public bus","Public Transit"
"ICEV/B-D",2027,5208,"Public bus","Public Transit"
"HEV/B-D",2027,87,"Public bus","Public Transit"
"CNGV/B",2027,0,"Public bus","Public Transit"
"EV/B",2027,1287,"Public bus","Public Transit"
"ICEV/B-D",2028,4879,"Public bus","Public Transit"
"HEV/B-D",2028,90,"Public bus","Public Transit"
"CNGV/B",2028,0,"Public bus","Public Transit"
"EV/B",2028,1699,"Public bus","Public Transit"
"ICEV/B-D",2029,4507,"Public bus","Public Transit"
"HEV/B-D",2029,90,"Public bus","Public Transit"
"CNGV/B",2029,0,"Public bus","Public Transit"
"EV/B",2029,2154,"Public bus","Public Transit"
"ICEV/B-D",2030,4044,"Public bus","Public Transit"
"HEV/B-D",2030,90,"Public bus","Public Transit"
"CNGV/B",2030,0,"Public bus","Public Transit"
"EV/B",2030,2698,"Public bus","Public Transit"
"ICEV/B-D",2031,3558,"Public bus","Public Transit"
"HEV/B-D",2031,89,"Public bus","Public Transit"
"CNGV/B",2031,0,"Public bus","Public Transit"
"EV/B",2031,3217,"Public bus","Public Transit"
"ICEV/B-D",2032,3068,"Public bus","Public Transit"
"HEV/B-D",2032,86,"Public bus","Public Transit"
"CNGV/B",2032,0,"Public bus","Public Transit"
"EV/B",2032,3740,"Public bus","Public Transit"
"ICEV/B-D",2033,2598,"Public bus","Public Transit"
"HEV/B-D",2033,82,"Public bus","Public Transit"
"CNGV/B",2033,0,"Public bus","Public Transit"
"EV/B",2033,4241,"Public bus","Public Transit"
"ICEV/B-D",2034,2180,"Public bus","Public Transit"
"HEV/B-D",2034,77,"Public bus","Public Transit"
"CNGV/B",2034,0,"Public bus","Public Transit"
"EV/B",2034,4689,"Public bus","Public Transit"
"ICEV/B-D",2035,1824,"Public bus","Public Transit"
"HEV/B-D",2035,71,"Public bus","Public Transit"
"CNGV/B",2035,0,"Public bus","Public Transit"
"EV/B",2035,5072,"Public bus","Public Transit"
"ICEV/B-D",2036,1535,"Public bus","Public Transit"
"HEV/B-D",2036,65,"Public bus","Public Transit"
"CNGV/B",2036,0,"Public bus","Public Transit"
"EV/B",2036,5386,"Public bus","Public Transit"
"ICEV/B-D",2037,1316,"Public bus","Public Transit"
"HEV/B-D",2037,58,"Public bus","Public Transit"
"CNGV/B",2037,0,"Public bus","Public Transit"
"EV/B",2037,5627,"Public bus","Public Transit"
"ICEV/B-D",2038,1105,"Public bus","Public Transit"
"HEV/B-D",2038,50,"Public bus","Public Transit"
"CNGV/B",2038,0,"Public bus","Public Transit"
"EV/B",2038,5859,"Public bus","Public Transit"
"ICEV/B-D",2039,924,"Public bus","Public Transit"
"HEV/B-D",2039,42,"Public bus","Public Transit"
"CNGV/B",2039,0,"Public bus","Public Transit"
"EV/B",2039,6058,"Public bus","Public Transit"
"ICEV/B-D",2040,739,"Public bus","Public Transit"
"HEV/B-D",2040,34,"Public bus","Public Transit"
"CNGV/B",2040,0,"Public bus","Public Transit"
"EV/B",2040,6259,"Public bus","Public Transit"
"ICEV/B-D",2041,569,"Public bus","Public Transit"
"HEV/B-D",2041,25,"Public bus","Public Transit"
"CNGV/B",2041,0,"Public bus","Public Transit"
"EV/B",2041,6442,"Public bus","Public Transit"
"ICEV/B-D",2042,412,"Public bus","Public Transit"
"HEV/B-D",2042,18,"Public bus","Public Transit"
"CNGV/B",2042,0,"Public bus","Public Transit"
"EV/B",2042,6609,"Public bus","Public Transit"
"ICEV/B-D",2043,283,"Public bus","Public Transit"
"HEV/B-D",2043,13,"Public bus","Public Transit"
"CNGV/B",2043,0,"Public bus","Public Transit"
"EV/B",2043,6743,"Public bus","Public Transit"
"ICEV/B-D",2044,179,"Public bus","Public Transit"
"HEV/B-D",2044,8,"Public bus","Public Transit"
"CNGV/B",2044,0,"Public bus","Public Transit"
"EV/B",2044,6850,"Public bus","Public Transit"
"ICEV/B-D",2045,103,"Public bus","Public Transit"
"HEV/B-D",2045,5,"Public bus","Public Transit"
"CNGV/B",2045,0,"Public bus","Public Transit"
"EV/B",2045,6925,"Public bus","Public Transit"
"ICEV/B-D",2046,51,"Public bus","Public Transit"
"HEV/B-D",2046,2,"Public bus","Public Transit"
"CNGV/B",2046,0,"Public bus","Public Transit"
"EV/B",2046,6975,"Public bus","Public Transit"
"ICEV/B-D",2047,22,"Public bus","Public Transit"
"HEV/B-D",2047,1,"Public bus","Public Transit"
"CNGV/B",2047,0,"Public bus","Public Transit"
"EV/B",2047,6997,"Public bus","Public Transit"
"ICEV/B-D",2048,7,"Public bus","Public Transit"
"HEV/B-D",2048,0,"Public bus","Public Transit"
"CNGV/B",2048,0,"Public bus","Public Transit"
"EV/B",2048,7005,"Public bus","Public Transit"
"ICEV/B-D",2049,1,"Public bus","Public Transit"
"HEV/B-D",2049,0,"Public bus","Public Transit"
"CNGV/B",2049,0,"Public bus","Public Transit"
"EV/B",2049,7000,"Public bus","Public Transit"
"ICEV/B-D",2050,0,"Public bus","Public Transit"
"HEV/B-D",2050,0,"Public bus","Public Transit"
"CNGV/B",2050,0,"Public bus","Public Transit"
"EV/B",2050,6990,"Public bus","Public Transit"
