"Mode","Year","Value","Unit","Scenario"
"Private car",2034,22597448.0210064,"thousand passenger","PC_Constant"
"Private hire car",2034,2879680.32549972,"thousand passenger","PC_Constant"
"Taxi",2034,2076816.65444547,"thousand passenger","PC_Constant"
"Motorcycle",2034,1744195.81866264,"thousand passenger","PC_Constant"
"Public bus",2034,6059103.86322427,"thousand passenger","PC_Constant"
"School bus",2034,3843863.27372062,"thousand passenger","PC_Constant"
"Private bus",2034,2154326.10530336,"thousand passenger","PC_Constant"
"MRT",2034,14524966.311043,"thousand passenger","PC_Constant"
"LRT",2034,140531.354803182,"thousand passenger","PC_Constant"
"Private car",2035,22666963.1447595,"thousand passenger","PC_Constant"
"Private hire car",2035,2888538.90696477,"thousand passenger","PC_Constant"
"Taxi",2035,2083205.43633854,"thousand passenger","PC_Constant"
"Motorcycle",2035,1749561.37976809,"thousand passenger","PC_Constant"
"Public bus",2035,6077743.10755368,"thousand passenger","PC_Constant"
"School bus",2035,3855687.91121571,"thousand passenger","PC_Constant"
"Private bus",2035,2160953.3246989,"thousand passenger","PC_Constant"
"MRT",2035,14569648.5614317,"thousand passenger","PC_Constant"
"LRT",2035,140963.66266871,"thousand passenger","PC_Constant"
"Private car",2036,22727087.0187704,"thousand passenger","PC_Constant"
"Private hire car",2036,2896200.72510109,"thousand passenger","PC_Constant"
"Taxi",2036,2088731.11617458,"thousand passenger","PC_Constant"
"Motorcycle",2036,1754202.07236108,"thousand passenger","PC_Constant"
"Public bus",2036,6093864.25525817,"thousand passenger","PC_Constant"
"School bus",2036,3865915.08160102,"thousand passenger","PC_Constant"
"Private bus",2036,2166685.22996596,"thousand passenger","PC_Constant"
"MRT",2036,14608294.3962926,"thousand passenger","PC_Constant"
"LRT",2036,141337.567255764,"thousand passenger","PC_Constant"
"Private car",2037,22777844.4876151,"thousand passenger","PC_Constant"
"Private hire car",2037,2902668.94594923,"thousand passenger","PC_Constant"
"Taxi",2037,2093395.97729236,"thousand passenger","PC_Constant"
"Motorcycle",2037,1758119.81408318,"thousand passenger","PC_Constant"
"Public bus",2037,6107473.96796903,"thousand passenger","PC_Constant"
"School bus",2037,3874549.01098003,"thousand passenger","PC_Constant"
"Private bus",2037,2171524.18966041,"thousand passenger","PC_Constant"
"MRT",2037,14640919.7849789,"thousand passenger","PC_Constant"
"LRT",2037,141653.223070371,"thousand passenger","PC_Constant"
"Private car",2038,22819427.2094516,"thousand passenger","PC_Constant"
"Private hire car",2038,2907967.9932506,"thousand passenger","PC_Constant"
"Taxi",2038,2097217.63401957,"thousand passenger","PC_Constant"
"Motorcycle",2038,1761329.39816934,"thousand passenger","PC_Constant"
"Public bus",2038,6118623.6354133,"thousand passenger","PC_Constant"
"School bus",2038,3881622.30072232,"thousand passenger","PC_Constant"
"Private bus",2038,2175488.47549919,"thousand passenger","PC_Constant"
"MRT",2038,14667647.9196442,"thousand passenger","PC_Constant"
"LRT",2038,141911.822016176,"thousand passenger","PC_Constant"
"Private car",2039,22852207.8529206,"thousand passenger","PC_Constant"
"Private hire car",2039,2912145.35761347,"thousand passenger","PC_Constant"
"Taxi",2039,2100230.33643785,"thousand passenger","PC_Constant"
"Motorcycle",2039,1763859.58924306,"thousand passenger","PC_Constant"
"Public bus",2039,6127413.18206021,"thousand passenger","PC_Constant"
"School bus",2039,3887198.34237987,"thousand passenger","PC_Constant"
"Private bus",2039,2178613.6158207,"thousand passenger","PC_Constant"
"MRT",2039,14688718.3405872,"thousand passenger","PC_Constant"
"LRT",2039,142115.681683592,"thousand passenger","PC_Constant"
"Private car",2040,22876491.6513848,"thousand passenger","PC_Constant"
"Private hire car",2040,2915239.93610749,"thousand passenger","PC_Constant"
"Taxi",2040,2102462.136995,"thousand passenger","PC_Constant"
"Motorcycle",2040,1765733.94690075,"thousand passenger","PC_Constant"
"Public bus",2040,6133924.45080839,"thousand passenger","PC_Constant"
"School bus",2040,3891329.05665238,"thousand passenger","PC_Constant"
"Private bus",2040,2180928.71002597,"thousand passenger","PC_Constant"
"MRT",2040,14704327.2427193,"thousand passenger","PC_Constant"
"LRT",2040,142266.700289532,"thousand passenger","PC_Constant"
"Private car",2041,22892512.8537038,"thousand passenger","PC_Constant"
"Private hire car",2041,2917281.57997216,"thousand passenger","PC_Constant"
"Taxi",2041,2103934.56431377,"thousand passenger","PC_Constant"
"Motorcycle",2041,1766970.55176289,"thousand passenger","PC_Constant"
"Public bus",2041,6138220.25132422,"thousand passenger","PC_Constant"
"School bus",2041,3894054.28965824,"thousand passenger","PC_Constant"
"Private bus",2041,2182456.09021342,"thousand passenger","PC_Constant"
"MRT",2041,14714625.1942283,"thousand passenger","PC_Constant"
"LRT",2041,142366.334605114,"thousand passenger","PC_Constant"
"Private car",2042,22900558.9471148,"thousand passenger","PC_Constant"
"Private hire car",2042,2918306.92481956,"thousand passenger","PC_Constant"
"Taxi",2042,2104674.03988568,"thousand passenger","PC_Constant"
"Motorcycle",2042,1767591.59368192,"thousand passenger","PC_Constant"
"Public bus",2042,6140377.66819825,"thousand passenger","PC_Constant"
"School bus",2042,3895422.94345184,"thousand passenger","PC_Constant"
"Private bus",2042,2183223.16395843,"thousand passenger","PC_Constant"
"MRT",2042,14719796.9833446,"thousand passenger","PC_Constant"
"LRT",2042,142416.372485801,"thousand passenger","PC_Constant"
"Private car",2043,22901137.470814,"thousand passenger","PC_Constant"
"Private hire car",2043,2918380.64833528,"thousand passenger","PC_Constant"
"Taxi",2043,2104727.20906002,"thousand passenger","PC_Constant"
"Motorcycle",2043,1767636.24733556,"thousand passenger","PC_Constant"
"Public bus",2043,6140532.78904098,"thousand passenger","PC_Constant"
"School bus",2043,3895521.35128967,"thousand passenger","PC_Constant"
"Private bus",2043,2183278.31747428,"thousand passenger","PC_Constant"
"MRT",2043,14720168.8411416,"thousand passenger","PC_Constant"
"LRT",2043,142419.970269018,"thousand passenger","PC_Constant"
"Private car",2044,22894912.129904,"thousand passenger","PC_Constant"
"Private hire car",2044,2917587.3290312,"thousand passenger","PC_Constant"
"Taxi",2044,2104155.0696012,"thousand passenger","PC_Constant"
"Motorcycle",2044,1767155.74114854,"thousand passenger","PC_Constant"
"Public bus",2044,6138863.57457382,"thousand passenger","PC_Constant"
"School bus",2044,3894462.41050715,"thousand passenger","PC_Constant"
"Private bus",2044,2182684.8250399,"thousand passenger","PC_Constant"
"MRT",2044,14716167.3774849,"thousand passenger","PC_Constant"
"LRT",2044,142381.255472932,"thousand passenger","PC_Constant"
"Private car",2045,22882475.6449847,"thousand passenger","PC_Constant"
"Private hire car",2045,2916002.49958907,"thousand passenger","PC_Constant"
"Taxi",2045,2103012.09544858,"thousand passenger","PC_Constant"
"Motorcycle",2045,1766195.82456968,"thousand passenger","PC_Constant"
"Public bus",2045,6135528.95228595,"thousand passenger","PC_Constant"
"School bus",2045,3892346.94385838,"thousand passenger","PC_Constant"
"Private bus",2045,2181499.19363165,"thousand passenger","PC_Constant"
"MRT",2045,14708173.575516,"thousand passenger","PC_Constant"
"LRT",2045,142303.91416992,"thousand passenger","PC_Constant"
"Private car",2046,22864197.1354713,"thousand passenger","PC_Constant"
"Private hire car",2046,2913673.19832566,"thousand passenger","PC_Constant"
"Taxi",2046,2101332.21049252,"thousand passenger","PC_Constant"
"Motorcycle",2046,1764784.9882737,"thousand passenger","PC_Constant"
"Public bus",2046,6130627.89498499,"thousand passenger","PC_Constant"
"School bus",2046,3889237.73916627,"thousand passenger","PC_Constant"
"Private bus",2046,2179756.61322284,"thousand passenger","PC_Constant"
"MRT",2046,14696424.6941976,"thousand passenger","PC_Constant"
"LRT",2046,142190.241878106,"thousand passenger","PC_Constant"
"Private car",2047,22840388.933177,"thousand passenger","PC_Constant"
"Private hire car",2047,2910639.22689364,"thousand passenger","PC_Constant"
"Taxi",2047,2099144.11956335,"thousand passenger","PC_Constant"
"Motorcycle",2047,1762947.33975459,"thousand passenger","PC_Constant"
"Public bus",2047,6124244.1488928,"thousand passenger","PC_Constant"
"School bus",2047,3885187.92458866,"thousand passenger","PC_Constant"
"Private bus",2047,2177486.85994471,"thousand passenger","PC_Constant"
"MRT",2047,14681121.4911134,"thousand passenger","PC_Constant"
"LRT",2047,142042.180958982,"thousand passenger","PC_Constant"
"Private car",2048,22811760.8831315,"thousand passenger","PC_Constant"
"Private hire car",2048,2906991.04359449,"thousand passenger","PC_Constant"
"Taxi",2048,2096513.06091179,"thousand passenger","PC_Constant"
"Motorcycle",2048,1760737.66877141,"thousand passenger","PC_Constant"
"Public bus",2048,6116568.04633173,"thousand passenger","PC_Constant"
"School bus",2048,3880318.24593883,"thousand passenger","PC_Constant"
"Private bus",2048,2174757.60682287,"thousand passenger","PC_Constant"
"MRT",2048,14662720.233499,"thousand passenger","PC_Constant"
"LRT",2048,141864.145870483,"thousand passenger","PC_Constant"
"Private car",2049,22778682.1047501,"thousand passenger","PC_Constant"
"Private hire car",2049,2902775.68674499,"thousand passenger","PC_Constant"
"Taxi",2049,2093472.95842821,"thousand passenger","PC_Constant"
"Motorcycle",2049,1758184.46599888,"thousand passenger","PC_Constant"
"Public bus",2049,6107698.56010943,"thousand passenger","PC_Constant"
"School bus",2049,3874691.49103971,"thousand passenger","PC_Constant"
"Private bus",2049,2171604.0438306,"thousand passenger","PC_Constant"
"MRT",2049,14641458.180317,"thousand passenger","PC_Constant"
"LRT",2049,141658.432130734,"thousand passenger","PC_Constant"
"Private car",2050,22741759.5155331,"thousand passenger","PC_Constant"
"Private hire car",2050,2898070.49819292,"thousand passenger","PC_Constant"
"Taxi",2050,2090079.59081697,"thousand passenger","PC_Constant"
"Motorcycle",2050,1755334.576681,"thousand passenger","PC_Constant"
"Public bus",2050,6097798.4243615,"thousand passenger","PC_Constant"
"School bus",2050,3868410.89756164,"thousand passenger","PC_Constant"
"Private bus",2050,2168084.0314048,"thousand passenger","PC_Constant"
"MRT",2050,14617725.4400538,"thousand passenger","PC_Constant"
"LRT",2050,141428.81410127,"thousand passenger","PC_Constant"
